"","Codigo","Companhia","Ano","APC"
"1220",451,"AREZZO INDÚSTRIA E COMERCIO S/A","2010",46570261
"1221",453,"QGEP PARTICIPAÇÕES SA","2017",240256
"1222",453,"QGEP PARTICIPAÇÕES SA","2016",221232
"1223",453,"QGEP PARTICIPAÇÕES SA","2015",211232
"1224",453,"QGEP PARTICIPAÇÕES SA","2014",213508
"1225",453,"QGEP PARTICIPAÇÕES SA","2013",266232
"1226",453,"QGEP PARTICIPAÇÕES SA","2012",362232
"1227",453,"QGEP PARTICIPAÇÕES SA","2011",39546
"1228",453,"QGEP PARTICIPAÇÕES SA","2010",39546
"1229",454,"AUTOMETAL S/A","2013",311704
"1230",454,"AUTOMETAL S/A","2012",25178456
"1231",454,"AUTOMETAL S/A","2011",31775140
"1232",455,"OCTANTE SECURITIZADORA SA","2017",70142
"1233",455,"OCTANTE SECURITIZADORA SA","2016",70142
"1234",455,"OCTANTE SECURITIZADORA SA","2015",70142
"1235",455,"OCTANTE SECURITIZADORA SA","2014",70142
"1236",455,"OCTANTE SECURITIZADORA SA","2013",70142
"1237",455,"OCTANTE SECURITIZADORA SA","2012",70142
"1238",455,"OCTANTE SECURITIZADORA SA","2011",70142
"1239",458,"TRX SECURITIZADORA S.A.","2011",1
"1240",460,"T4F ENTRETENIMENTO SA","2011",4
"1241",460,"T4F ENTRETENIMENTO SA","2010",4
"1242",461,"MAGAZINE LUIZA SA","2017",504
"1243",461,"MAGAZINE LUIZA SA","2016",2758512
"1244",461,"MAGAZINE LUIZA SA","2015",2657099
"1245",461,"MAGAZINE LUIZA SA","2014",523890
"1246",461,"MAGAZINE LUIZA SA","2013",524327
"1247",461,"MAGAZINE LUIZA SA","2012",6120617
"1248",461,"MAGAZINE LUIZA SA","2011",4191615
"1249",461,"MAGAZINE LUIZA SA","2010",4069795
"1250",462,"FORTE SECURITIZADORA S.A.","2017",1
"1251",462,"FORTE SECURITIZADORA S.A.","2016",1
"1252",462,"FORTE SECURITIZADORA S.A.","2010",4997
"1253",463,"QUALICORP SA","2016",14023751
"1254",463,"QUALICORP SA","2015",14023751
"1255",464,"BRASIL PHARMA SA","2014",90
"1256",464,"BRASIL PHARMA SA","2013",1556264
"1257",464,"BRASIL PHARMA SA","2012",778651
"1258",464,"BRASIL PHARMA SA","2011",1048153
"1259",464,"BRASIL PHARMA SA","2010",4931128
"1260",465,"TECHNOS SA","2017",6725187
"1261",465,"TECHNOS SA","2016",10727244
"1262",465,"TECHNOS SA","2015",11137534
"1263",465,"TECHNOS SA","2014",11070434
"1264",465,"TECHNOS SA","2013",11039954
"1265",465,"TECHNOS SA","2012",11038654
"1266",468,"VIARONDON CONCESSIONÁRIA DE RODOVIA SA","2011",1
"1267",468,"VIARONDON CONCESSIONÁRIA DE RODOVIA SA","2010",4
"1268",469,"SOMOS EDUCAÇÃO S.A.","2012",9226354
"1269",469,"SOMOS EDUCAÇÃO S.A.","2011",14185411
"1270",469,"SOMOS EDUCAÇÃO S.A.","2010",16775188
"1271",470,"INBRANDS SA","2017",180081
"1272",470,"INBRANDS SA","2016",7013467
"1273",470,"INBRANDS SA","2015",7741915
"1274",470,"INBRANDS SA","2014",5887643
"1275",470,"INBRANDS SA","2013",5383871
"1276",470,"INBRANDS SA","2012",5524367
"1277",470,"INBRANDS SA","2011",8523007
"1278",470,"INBRANDS SA","2010",8087324
"1279",472,"MLOG S.A.","2016",544998
"1280",472,"MLOG S.A.","2013",50000
"1281",472,"MLOG S.A.","2012",1e+05
"1282",472,"MLOG S.A.","2011",1e+05
"1283",474,"EMPREENDIMENTOS PAGUE MENOS SA","2017",1.2e+07
"1284",474,"EMPREENDIMENTOS PAGUE MENOS SA","2016",76446306
"1285",474,"EMPREENDIMENTOS PAGUE MENOS SA","2015",76446306
"1286",474,"EMPREENDIMENTOS PAGUE MENOS SA","2014",76446306
"1287",474,"EMPREENDIMENTOS PAGUE MENOS SA","2013",76446306
"1288",474,"EMPREENDIMENTOS PAGUE MENOS SA","2012",7.8e+07
"1289",474,"EMPREENDIMENTOS PAGUE MENOS SA","2011",7.8e+07
"1290",474,"EMPREENDIMENTOS PAGUE MENOS SA","2010",7.2e+07
"1291",482,"COMPANHIA DE LOCAÇÃO DAS AMERICAS","2017",15292920
"1292",482,"COMPANHIA DE LOCAÇÃO DAS AMERICAS","2016",26475191
"1293",482,"COMPANHIA DE LOCAÇÃO DAS AMERICAS","2015",26475191
"1294",482,"COMPANHIA DE LOCAÇÃO DAS AMERICAS","2014",15292920
"1295",482,"COMPANHIA DE LOCAÇÃO DAS AMERICAS","2013",15292920
"1296",482,"COMPANHIA DE LOCAÇÃO DAS AMERICAS","2012",15292920
"1297",482,"COMPANHIA DE LOCAÇÃO DAS AMERICAS","2011",15292920
"1298",482,"COMPANHIA DE LOCAÇÃO DAS AMERICAS","2010",10195280
"1299",485,"GAIA AGRO SECURITIZADORA S.A.","2017",3
"1300",487,"UNICASA INDÚSTRIA DE MÓVEIS S.A.","2017",27596065
"1301",487,"UNICASA INDÚSTRIA DE MÓVEIS S.A.","2016",36772726
"1302",487,"UNICASA INDÚSTRIA DE MÓVEIS S.A.","2015",36241826
"1303",487,"UNICASA INDÚSTRIA DE MÓVEIS S.A.","2014",37453931
"1304",487,"UNICASA INDÚSTRIA DE MÓVEIS S.A.","2013",36677931
"1305",487,"UNICASA INDÚSTRIA DE MÓVEIS S.A.","2012",36677931
"1306",487,"UNICASA INDÚSTRIA DE MÓVEIS S.A.","2011",35686637
"1307",488,"SENIOR SOLUTION S.A.","2017",1323398
"1308",488,"SENIOR SOLUTION S.A.","2016",1323398
"1309",488,"SENIOR SOLUTION S.A.","2015",1319217
"1310",488,"SENIOR SOLUTION S.A.","2014",1319217
"1311",488,"SENIOR SOLUTION S.A.","2013",1319217
"1312",488,"SENIOR SOLUTION S.A.","2012",1316817
"1313",488,"SENIOR SOLUTION S.A.","2011",1282657
"1314",489,"REIT SECURITIZADORA DE RECEBIVEIS IMOBILIÁRIOS S/A","2017",120854
"1315",489,"REIT SECURITIZADORA DE RECEBIVEIS IMOBILIÁRIOS S/A","2016",120868657
"1316",489,"REIT SECURITIZADORA DE RECEBIVEIS IMOBILIÁRIOS S/A","2015",135790700
"1317",489,"REIT SECURITIZADORA DE RECEBIVEIS IMOBILIÁRIOS S/A","2014",135790700
"1318",489,"REIT SECURITIZADORA DE RECEBIVEIS IMOBILIÁRIOS S/A","2013",14937069
"1319",489,"REIT SECURITIZADORA DE RECEBIVEIS IMOBILIÁRIOS S/A","2012",100
"1320",489,"REIT SECURITIZADORA DE RECEBIVEIS IMOBILIÁRIOS S/A","2011",100
"1321",490,"BIOSEV S.A.","2012",47720689
"1322",491,"FRIGOL FOODS PARTICIPAÇÕES S.A.","2017",45000
"1323",491,"FRIGOL FOODS PARTICIPAÇÕES S.A.","2016",180000
"1324",491,"FRIGOL FOODS PARTICIPAÇÕES S.A.","2015",180000
"1325",491,"FRIGOL FOODS PARTICIPAÇÕES S.A.","2014",180000
"1326",491,"FRIGOL FOODS PARTICIPAÇÕES S.A.","2013",180000
"1327",491,"FRIGOL FOODS PARTICIPAÇÕES S.A.","2012",180000
"1328",491,"FRIGOL FOODS PARTICIPAÇÕES S.A.","2011",170000
"1329",492,"MBK SECURITIZADORA S/A","2016",36000
"1330",492,"MBK SECURITIZADORA S/A","2015",26000
"1331",492,"MBK SECURITIZADORA S/A","2014",20000
"1332",492,"MBK SECURITIZADORA S/A","2013",1476
"1333",492,"MBK SECURITIZADORA S/A","2012",1476
"1334",494,"AR CAPITAL SECURITIES COMPANHIA SECURITIZADORA S.A.","2012",4875
"1335",495,"FERREIRA GOMES ENERGIA S.A.","2015",1
"1336",495,"FERREIRA GOMES ENERGIA S.A.","2014",1
"1337",495,"FERREIRA GOMES ENERGIA S.A.","2013",1
"1338",495,"FERREIRA GOMES ENERGIA S.A.","2012",1
"1339",495,"FERREIRA GOMES ENERGIA S.A.","2011",1
"1340",496,"NORTEC QUIMICA S.A.","2017",6770113
"1341",496,"NORTEC QUIMICA S.A.","2016",6770113
"1342",496,"NORTEC QUIMICA S.A.","2015",6770113
"1343",496,"NORTEC QUIMICA S.A.","2014",6770113
"1344",496,"NORTEC QUIMICA S.A.","2013",6770113
"1345",496,"NORTEC QUIMICA S.A.","2012",6770113
"1346",496,"NORTEC QUIMICA S.A.","2011",6770113
"1347",498,"LINX S.A.","2017",11903430
"1348",498,"LINX S.A.","2016",109307674
"1349",498,"LINX S.A.","2015",114052398
"1350",498,"LINX S.A.","2014",107912796
"1351",498,"LINX S.A.","2013",30255557
"1352",498,"LINX S.A.","2012",31189864
"1353",498,"LINX S.A.","2011",30747582
"1354",501,"BSI CAPITAL SECURITIZADORA S.A.","2013",5000
"1355",501,"BSI CAPITAL SECURITIZADORA S.A.","2012",10000
"1356",507,"SER EDUCACIONAL S.A.","2017",73836185
"1357",507,"SER EDUCACIONAL S.A.","2016",73836185
"1358",507,"SER EDUCACIONAL S.A.","2015",87725074
"1359",507,"SER EDUCACIONAL S.A.","2014",87725074
"1360",507,"SER EDUCACIONAL S.A.","2013",87690874
"1361",509,"ANIMA HOLDING S/A","2017",5563392
"1362",509,"ANIMA HOLDING S/A","2016",16135653
"1363",509,"ANIMA HOLDING S/A","2015",16214153
"1364",509,"ANIMA HOLDING S/A","2014",12807122
"1365",509,"ANIMA HOLDING S/A","2013",18689588
"1366",509,"ANIMA HOLDING S/A","2012",19744666
"1367",511,"LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES S.A.","2017",1247530
"1368",511,"LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES S.A.","2016",2318275
"1369",511,"LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES S.A.","2015",5615008
"1370",511,"LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES S.A.","2014",4740525
"1371",511,"LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES S.A.","2013",7213819
"1372",511,"LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES S.A.","2012",10191312
"1373",512,"OURO VERDE LOCAÇÃO E SERVIÇO S.A.","2017",23729605
"1374",512,"OURO VERDE LOCAÇÃO E SERVIÇO S.A.","2016",23729605
"1375",512,"OURO VERDE LOCAÇÃO E SERVIÇO S.A.","2015",23729605
"1376",512,"OURO VERDE LOCAÇÃO E SERVIÇO S.A.","2014",32445950
"1377",512,"OURO VERDE LOCAÇÃO E SERVIÇO S.A.","2013",32445950
"1378",512,"OURO VERDE LOCAÇÃO E SERVIÇO S.A.","2012",32445950
"1379",514,"QUALITY SOFTWARE S.A.","2017",4000
"1380",514,"QUALITY SOFTWARE S.A.","2016",40000
"1381",514,"QUALITY SOFTWARE S.A.","2015",40000
"1382",514,"QUALITY SOFTWARE S.A.","2014",44000
"1383",514,"QUALITY SOFTWARE S.A.","2013",36000
"1384",514,"QUALITY SOFTWARE S.A.","2012",236000
"1385",517,"SCCI - SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A.","2016",30000
"1386",517,"SCCI - SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A.","2014",1
"1387",517,"SCCI - SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A.","2013",2
"1388",519,"OMEGA GERAÇÃO S.A.","2015",1131764
"1389",519,"OMEGA GERAÇÃO S.A.","2014",1131764
"1390",519,"OMEGA GERAÇÃO S.A.","2013",1e+06
"1391",522,"RUMO LOGÍSTICA OPERADORA MULTIMODAL S.A.","2015",51113461
"1392",522,"RUMO LOGÍSTICA OPERADORA MULTIMODAL S.A.","2013",110218419
"1393",526,"DOMMO ENERGIA S.A.","2013",1
"1394",527,"OURO FINO SAÚDE ANIMAL PARTICIPAÇÕES S.A.","2017",14851588
"1395",527,"OURO FINO SAÚDE ANIMAL PARTICIPAÇÕES S.A.","2016",14851588
"1396",527,"OURO FINO SAÚDE ANIMAL PARTICIPAÇÕES S.A.","2015",14834135
"1397",527,"OURO FINO SAÚDE ANIMAL PARTICIPAÇÕES S.A.","2014",14834135
"1398",533,"YOU INC INCORPORADORA E PARTICIPAÇÕES S.A.","2017",1079072
"1399",533,"YOU INC INCORPORADORA E PARTICIPAÇÕES S.A.","2016",1079072
"1400",533,"YOU INC INCORPORADORA E PARTICIPAÇÕES S.A.","2015",1079072
"1401",533,"YOU INC INCORPORADORA E PARTICIPAÇÕES S.A.","2014",1079072
"1402",534,"MAESTRO LOCADORA DE VEÍCULOS S.A.","2017",123431
"1403",534,"MAESTRO LOCADORA DE VEÍCULOS S.A.","2016",240700
"1404",534,"MAESTRO LOCADORA DE VEÍCULOS S.A.","2015",240700
"1405",534,"MAESTRO LOCADORA DE VEÍCULOS S.A.","2014",240700
"1406",535,"BR HOME CENTERS S.A.","2017",26254148
"1407",535,"BR HOME CENTERS S.A.","2016",26254148
"1408",535,"BR HOME CENTERS S.A.","2015",26254148
"1409",535,"BR HOME CENTERS S.A.","2014",25000974
"1410",537,"FORNO DE MINAS ALIMENTOS S.A.","2016",944462
"1411",537,"FORNO DE MINAS ALIMENTOS S.A.","2015",2833386
"1412",537,"FORNO DE MINAS ALIMENTOS S.A.","2014",2833386
"1413",545,"CINESYSTEM S.A.","2017",1133467
"1414",545,"CINESYSTEM S.A.","2016",4617928
"1415",545,"CINESYSTEM S.A.","2015",901626
"1416",547,"VERT COMPANHIA SECURITIZADORA","2017",1
"1417",547,"VERT COMPANHIA SECURITIZADORA","2016",1
"1418",550,"CENTRO DE IMAGEM DIAGNÓSTICOS S.A.","2017",21193432
"1419",550,"CENTRO DE IMAGEM DIAGNÓSTICOS S.A.","2016",36961563
"1420",550,"CENTRO DE IMAGEM DIAGNÓSTICOS S.A.","2015",36961563
"1421",552,"INSTITUTO HERMES PARDINI S/A","2017",28398333
"1422",552,"INSTITUTO HERMES PARDINI S/A","2016",84785499
"1423",554,"AZUL S.A.","2017",622406638
"1424",554,"AZUL S.A.","2016",622406638
"1425",557,"IRB - BRASIL RESSEGUROS S.A.","2017",1301100
"1426",557,"IRB - BRASIL RESSEGUROS S.A.","2016",1301100
"1427",559,"CAMIL ALIMENTOS S/A","2017",3344482
"1428",562,"SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.","2017",470753
"1429",562,"SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.","2016",1412259
"1430",563,"INTER CONSTRUTORA E INCORPORADORA S.A","2017",10030091
"1431",563,"INTER CONSTRUTORA E INCORPORADORA S.A","2016",11200640
"1432",564,"CELULOSE IRANI SA","2010",30000
"1433",569,"CENTRAIS ELETRICAS BRASILEIRAS SA","2017",300
"1434",569,"CENTRAIS ELETRICAS BRASILEIRAS SA","2016",300
"1435",569,"CENTRAIS ELETRICAS BRASILEIRAS SA","2015",238300
"1436",569,"CENTRAIS ELETRICAS BRASILEIRAS SA","2014",0
"1437",569,"CENTRAIS ELETRICAS BRASILEIRAS SA","2013",0
"1438",569,"CENTRAIS ELETRICAS BRASILEIRAS SA","2012",0
"1439",569,"CENTRAIS ELETRICAS BRASILEIRAS SA","2011",0
"1440",569,"CENTRAIS ELETRICAS BRASILEIRAS SA","2010",0
"1441",571,"HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.","2017",4
"1442",572,"BANCO INTER S.A.","2017",28390424
"1443",578,"CIA ENERG MINAS GERAIS - CEMIG","2011",0
"1444",581,"CESP - COMPANHIA ENERGÉTICA DE SÃO PAULO","2017",1191277
"1445",581,"CESP - COMPANHIA ENERGÉTICA DE SÃO PAULO","2016",1191365
"1446",581,"CESP - COMPANHIA ENERGÉTICA DE SÃO PAULO","2015",1191365
"1447",585,"COMPANHIA DE FIACAO E TECIDOS CEDRO E CACHOEIRA","2017",81082
"1448",585,"COMPANHIA DE FIACAO E TECIDOS CEDRO E CACHOEIRA","2016",4475558
"1449",585,"COMPANHIA DE FIACAO E TECIDOS CEDRO E CACHOEIRA","2015",4480657
"1450",585,"COMPANHIA DE FIACAO E TECIDOS CEDRO E CACHOEIRA","2014",4414608
"1451",585,"COMPANHIA DE FIACAO E TECIDOS CEDRO E CACHOEIRA","2013",4551829
"1452",585,"COMPANHIA DE FIACAO E TECIDOS CEDRO E CACHOEIRA","2012",3211153
"1453",585,"COMPANHIA DE FIACAO E TECIDOS CEDRO E CACHOEIRA","2011",3153666
"1454",585,"COMPANHIA DE FIACAO E TECIDOS CEDRO E CACHOEIRA","2010",4695123
"1455",586,"CIA SEGUROS ALIANCA BAHIA","2017",1247339
"1456",586,"CIA SEGUROS ALIANCA BAHIA","2016",1446588
"1457",586,"CIA SEGUROS ALIANCA BAHIA","2015",1446588
"1458",586,"CIA SEGUROS ALIANCA BAHIA","2014",1446588
"1459",586,"CIA SEGUROS ALIANCA BAHIA","2013",1413285
"1460",586,"CIA SEGUROS ALIANCA BAHIA","2012",1413285
"1461",586,"CIA SEGUROS ALIANCA BAHIA","2011",1413285
"1462",586,"CIA SEGUROS ALIANCA BAHIA","2010",1362145
"1463",588,"CIA DOCAS DE IMBITUBA","2014",40000
"1464",588,"CIA DOCAS DE IMBITUBA","2011",12981428
"1465",588,"CIA DOCAS DE IMBITUBA","2010",4197748
"1466",589,"DOCAS INVESTIMENTOS SA","2011",1000
"1467",589,"DOCAS INVESTIMENTOS SA","2010",4875
"1468",590,"REDE ENERGIA PARTICIPAÇÕES S.A.","2015",5917485
"1469",590,"REDE ENERGIA PARTICIPAÇÕES S.A.","2011",6760054
"1470",590,"REDE ENERGIA PARTICIPAÇÕES S.A.","2010",6760054
"1471",591,"CIA ESTADUAL DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA","2017",9895
"1472",591,"CIA ESTADUAL DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA","2016",9895
"1473",591,"CIA ESTADUAL DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA","2015",11995
"1474",591,"CIA ESTADUAL DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA","2014",482916
"1475",591,"CIA ESTADUAL DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA","2013",482916
"1476",591,"CIA ESTADUAL DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA","2012",537916
"1477",592,"COMPANHIIA HABITASUL DE PARTICIPAÇÕES","2017",1
"1478",592,"COMPANHIIA HABITASUL DE PARTICIPAÇÕES","2016",2
"1479",592,"COMPANHIIA HABITASUL DE PARTICIPAÇÕES","2015",2
"1480",592,"COMPANHIIA HABITASUL DE PARTICIPAÇÕES","2014",2
"1481",592,"COMPANHIIA HABITASUL DE PARTICIPAÇÕES","2013",2
"1482",592,"COMPANHIIA HABITASUL DE PARTICIPAÇÕES","2012",2
"1483",592,"COMPANHIIA HABITASUL DE PARTICIPAÇÕES","2011",2
"1484",592,"COMPANHIIA HABITASUL DE PARTICIPAÇÕES","2010",2
"1485",593,"CIA. IGUAÇU DE CAFÉ SOLÚVEL","2011",5000
"1486",593,"CIA. IGUAÇU DE CAFÉ SOLÚVEL","2010",12000
"1487",594,"COMPANHIA INDUSTRIAL CATAGUASES","2017",8494
"1488",594,"COMPANHIA INDUSTRIAL CATAGUASES","2016",43834
"1489",594,"COMPANHIA INDUSTRIAL CATAGUASES","2015",43034
"1490",594,"COMPANHIA INDUSTRIAL CATAGUASES","2014",43034
"1491",594,"COMPANHIA INDUSTRIAL CATAGUASES","2013",41229
"1492",594,"COMPANHIA INDUSTRIAL CATAGUASES","2012",38522
"1493",594,"COMPANHIA INDUSTRIAL CATAGUASES","2011",36976
"1494",594,"COMPANHIA INDUSTRIAL CATAGUASES","2010",23353
"1495",595,"CIA INDL SCHLOSSER SA - EM RECUPERAÇÃO JUDICIAL","2017",80431
"1496",595,"CIA INDL SCHLOSSER SA - EM RECUPERAÇÃO JUDICIAL","2012",158794
"1497",595,"CIA INDL SCHLOSSER SA - EM RECUPERAÇÃO JUDICIAL","2011",158794
"1498",595,"CIA INDL SCHLOSSER SA - EM RECUPERAÇÃO JUDICIAL","2010",158794
"1499",596,"COMPANHIA  MELHORAMENTOS DE SÃO PAULO","2017",10536
"1500",596,"COMPANHIA  MELHORAMENTOS DE SÃO PAULO","2016",520072
"1501",596,"COMPANHIA  MELHORAMENTOS DE SÃO PAULO","2015",520072
"1502",596,"COMPANHIA  MELHORAMENTOS DE SÃO PAULO","2014",1119951
"1503",596,"COMPANHIA  MELHORAMENTOS DE SÃO PAULO","2013",1632904
"1504",596,"COMPANHIA  MELHORAMENTOS DE SÃO PAULO","2012",518551
"1505",596,"COMPANHIA  MELHORAMENTOS DE SÃO PAULO","2011",503370
"1506",596,"COMPANHIA  MELHORAMENTOS DE SÃO PAULO","2010",503370
"1507",598,"FINANCEIRA ALFA S.A.- C.F.I","2017",575
"1508",598,"FINANCEIRA ALFA S.A.- C.F.I","2016",930675
"1509",598,"FINANCEIRA ALFA S.A.- C.F.I","2015",930675
"1510",598,"FINANCEIRA ALFA S.A.- C.F.I","2014",1030525
"1511",598,"FINANCEIRA ALFA S.A.- C.F.I","2013",931250
"1512",598,"FINANCEIRA ALFA S.A.- C.F.I","2012",1031100
"1513",598,"FINANCEIRA ALFA S.A.- C.F.I","2011",1031100
"1514",598,"FINANCEIRA ALFA S.A.- C.F.I","2010",6902002
"1515",599,"GERDAU S.A.","2017",1697538
"1516",599,"GERDAU S.A.","2016",1697538
"1517",601,"SOUZA CRUZ SA","2014",35111791
"1518",601,"SOUZA CRUZ SA","2013",301715910
"1519",601,"SOUZA CRUZ SA","2012",378068610
"1520",601,"SOUZA CRUZ SA","2011",378068610
"1521",601,"SOUZA CRUZ SA","2010",378068610
"1522",602,"CIA TECIDOS SANTANENSE","2017",97509
"1523",602,"CIA TECIDOS SANTANENSE","2016",227809
"1524",602,"CIA TECIDOS SANTANENSE","2015",97509
"1525",602,"CIA TECIDOS SANTANENSE","2014",97509
"1526",602,"CIA TECIDOS SANTANENSE","2013",193709
"1527",602,"CIA TECIDOS SANTANENSE","2012",193709
"1528",602,"CIA TECIDOS SANTANENSE","2011",193709
"1529",602,"CIA TECIDOS SANTANENSE","2010",193709
"1530",603,"KARSTEN SA","2012",1677128
"1531",603,"KARSTEN SA","2011",3332724
"1532",603,"KARSTEN SA","2010",3311192
"1533",604,"VALE S.A.","2014",31535402
"1534",604,"VALE S.A.","2013",1162111251
"1535",606,"COBRASMA SA","2017",0
"1536",606,"COBRASMA SA","2016",2393493
"1537",606,"COBRASMA SA","2015",2393493
"1538",606,"COBRASMA SA","2014",2393493
"1539",606,"COBRASMA SA","2013",2393493
"1540",606,"COBRASMA SA","2012",2393493
"1541",606,"COBRASMA SA","2011",2393493
"1542",606,"COBRASMA SA","2010",2393493
"1543",607,"GRAZZIOTIN SA","2017",21060
"1544",607,"GRAZZIOTIN SA","2016",22360
"1545",607,"GRAZZIOTIN SA","2015",22360
"1546",607,"GRAZZIOTIN SA","2014",663000
"1547",607,"GRAZZIOTIN SA","2013",683960
"1548",607,"GRAZZIOTIN SA","2012",661700
"1549",607,"GRAZZIOTIN SA","2011",661700
"1550",607,"GRAZZIOTIN SA","2010",454000
"1551",609,"GUARARAPES CONFECÇÕES SA","2017",7850824
"1552",609,"GUARARAPES CONFECÇÕES SA","2016",21724063
"1553",609,"GUARARAPES CONFECÇÕES SA","2015",23641677
"1554",609,"GUARARAPES CONFECÇÕES SA","2014",23641677
"1555",609,"GUARARAPES CONFECÇÕES SA","2013",23641677
"1556",609,"GUARARAPES CONFECÇÕES SA","2012",23641677
"1557",609,"GUARARAPES CONFECÇÕES SA","2011",21724063
"1558",609,"GUARARAPES CONFECÇÕES SA","2010",23641677
"1559",610,"CONSERVAS ODERICH SA","2017",26995
"1560",610,"CONSERVAS ODERICH SA","2016",6186235
"1561",610,"CONSERVAS ODERICH SA","2015",5608056
"1562",610,"CONSERVAS ODERICH SA","2014",5248017
"1563",610,"CONSERVAS ODERICH SA","2013",4669838
"1564",610,"CONSERVAS ODERICH SA","2012",5046035
"1565",610,"CONSERVAS ODERICH SA","2011",5178043
"1566",610,"CONSERVAS ODERICH SA","2010",4969496
"1567",611,"CONSORCIO ALFA DE ADMINISTRAÇÃO SA","2017",47
"1568",611,"CONSORCIO ALFA DE ADMINISTRAÇÃO SA","2016",1801007
"1569",611,"CONSORCIO ALFA DE ADMINISTRAÇÃO SA","2015",3601920
"1570",611,"CONSORCIO ALFA DE ADMINISTRAÇÃO SA","2014",1801007
"1571",611,"CONSORCIO ALFA DE ADMINISTRAÇÃO SA","2013",1833507
"1572",611,"CONSORCIO ALFA DE ADMINISTRAÇÃO SA","2012",1833507
"1573",611,"CONSORCIO ALFA DE ADMINISTRAÇÃO SA","2011",1837507
"1574",611,"CONSORCIO ALFA DE ADMINISTRAÇÃO SA","2010",2074094
"1575",612,"CONST ADOLPHO LINDENBERG SA","2017",0
"1576",612,"CONST ADOLPHO LINDENBERG SA","2016",6378
"1577",612,"CONST ADOLPHO LINDENBERG SA","2015",6378
"1578",612,"CONST ADOLPHO LINDENBERG SA","2014",7044
"1579",612,"CONST ADOLPHO LINDENBERG SA","2013",6378
"1580",612,"CONST ADOLPHO LINDENBERG SA","2012",6376
"1581",612,"CONST ADOLPHO LINDENBERG SA","2011",6370
"1582",614,"CONST LIX DA CUNHA SA","2016",270566
"1583",614,"CONST LIX DA CUNHA SA","2015",1214213
"1584",614,"CONST LIX DA CUNHA SA","2014",1666127
"1585",614,"CONST LIX DA CUNHA SA","2013",1214213
"1586",614,"CONST LIX DA CUNHA SA","2012",762299
"1587",614,"CONST LIX DA CUNHA SA","2011",1214213
"1588",614,"CONST LIX DA CUNHA SA","2010",1098601
"1589",617,"CORREA RIBEIRO SA COM IND","2017",0
"1590",617,"CORREA RIBEIRO SA COM IND","2016",1
"1591",617,"CORREA RIBEIRO SA COM IND","2015",1
"1592",617,"CORREA RIBEIRO SA COM IND","2014",1
"1593",617,"CORREA RIBEIRO SA COM IND","2013",1
"1594",617,"CORREA RIBEIRO SA COM IND","2012",1
"1595",617,"CORREA RIBEIRO SA COM IND","2011",1
"1596",617,"CORREA RIBEIRO SA COM IND","2010",1
"1597",618,"DOHLER S.A.","2017",8830980
"1598",618,"DOHLER S.A.","2016",19819068
"1599",618,"DOHLER S.A.","2015",19819068
"1600",618,"DOHLER S.A.","2014",19819068
"1601",618,"DOHLER S.A.","2013",19066968
"1602",618,"DOHLER S.A.","2012",16723140
"1603",618,"DOHLER S.A.","2011",15373040
"1604",618,"DOHLER S.A.","2010",13630080
"1605",619,"RAIA DROGASIL S.A.","2017",669317
"1606",619,"RAIA DROGASIL S.A.","2016",65938877
"1607",619,"RAIA DROGASIL S.A.","2015",93436833
"1608",619,"RAIA DROGASIL S.A.","2014",42818646
"1609",619,"RAIA DROGASIL S.A.","2013",77970678
"1610",619,"RAIA DROGASIL S.A.","2012",78104930
"1611",619,"RAIA DROGASIL S.A.","2011",116150288
"1612",619,"RAIA DROGASIL S.A.","2010",89027684
"1613",620,"MUNDIAL S.A - PRODUTOS DE CONSUMO","2017",59732
"1614",620,"MUNDIAL S.A - PRODUTOS DE CONSUMO","2016",59732
"1615",620,"MUNDIAL S.A - PRODUTOS DE CONSUMO","2015",59732
"1616",620,"MUNDIAL S.A - PRODUTOS DE CONSUMO","2014",60913
"1617",620,"MUNDIAL S.A - PRODUTOS DE CONSUMO","2013",61534
"1618",620,"MUNDIAL S.A - PRODUTOS DE CONSUMO","2012",61434
"1619",620,"MUNDIAL S.A - PRODUTOS DE CONSUMO","2011",61434
"1620",620,"MUNDIAL S.A - PRODUTOS DE CONSUMO","2010",56772
"1621",621,"ELECTRO AÇO ALTONA S/A","2017",864070
"1622",621,"ELECTRO AÇO ALTONA S/A","2016",402317
"1623",621,"ELECTRO AÇO ALTONA S/A","2015",117498
