"","Codigo","Companhia","Ano","Management.Council","Statutory.Directors","Fiscal.Council"
"2812",510,"AMBEV S.A.","2017",0,29.41,0
"2813",510,"AMBEV S.A.","2016",0,52.86,0
"2814",510,"AMBEV S.A.","2015",0,29.66,0
"2815",510,"AMBEV S.A.","2014",0,43.51,0
"2816",510,"AMBEV S.A.","2013",0,30.74,0
"2817",510,"AMBEV S.A.","2012",0,31.94,0
"2818",511,"LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES S.A.","2017",0,31.36,0
"2819",511,"LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES S.A.","2016",0,30.14,0
"2820",511,"LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES S.A.","2015",0,0,0
"2821",511,"LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES S.A.","2014",0,0,0
"2822",511,"LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES S.A.","2013",0,20.32,0
"2823",511,"LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES S.A.","2012",0,33.3,0
"2824",512,"OURO VERDE LOCAÇÃO E SERVIÇO S.A.","2017",0,35.89,0
"2825",512,"OURO VERDE LOCAÇÃO E SERVIÇO S.A.","2016",0,35.56,0
"2826",512,"OURO VERDE LOCAÇÃO E SERVIÇO S.A.","2015",0,30.14,0
"2827",512,"OURO VERDE LOCAÇÃO E SERVIÇO S.A.","2014",0,41.9,0
"2828",512,"OURO VERDE LOCAÇÃO E SERVIÇO S.A.","2013",0,39.56,0
"2829",512,"OURO VERDE LOCAÇÃO E SERVIÇO S.A.","2012",0,33.21,0
"2830",514,"QUALITY SOFTWARE S.A.","2017",0,32.19,0
"2831",514,"QUALITY SOFTWARE S.A.","2016",0,27.42,0
"2832",514,"QUALITY SOFTWARE S.A.","2015",0,43.68,0
"2833",514,"QUALITY SOFTWARE S.A.","2014",0,Inf,0
"2834",514,"QUALITY SOFTWARE S.A.","2013",0,31.8,0
"2835",514,"QUALITY SOFTWARE S.A.","2012",0,41.69,0
"2836",515,"CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS SA","2017",0,42.07,0
"2837",515,"CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS SA","2016",0,33.17,0
"2838",515,"CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS SA","2015",0,0,0
"2839",515,"CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS SA","2014",0,0,0
"2840",515,"CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS SA","2013",50.21,0,0
"2841",515,"CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS SA","2012",67,0,0
"2842",518,"SANTO ANTONIO ENERGIA S.A.","2017",0,39.06,0
"2843",518,"SANTO ANTONIO ENERGIA S.A.","2016",0,44.44,0
"2844",518,"SANTO ANTONIO ENERGIA S.A.","2015",0,0,0
"2845",518,"SANTO ANTONIO ENERGIA S.A.","2014",0,12.06,0
"2846",518,"SANTO ANTONIO ENERGIA S.A.","2013",0,25.32,0
"2847",519,"OMEGA GERAÇÃO S.A.","2017",0,28.23,0
"2848",519,"OMEGA GERAÇÃO S.A.","2016",0,27.72,0
"2849",519,"OMEGA GERAÇÃO S.A.","2015",0,Inf,0
"2850",519,"OMEGA GERAÇÃO S.A.","2014",0,45.48,0
"2851",519,"OMEGA GERAÇÃO S.A.","2013",0,41.35,0
"2852",520,"LIBRA TERMINAL RIO S.A. - EM RECUPERAÇÃO JUDICIAL","2017",0,41.35,0
"2853",520,"LIBRA TERMINAL RIO S.A. - EM RECUPERAÇÃO JUDICIAL","2016",0,43.26,0
"2854",520,"LIBRA TERMINAL RIO S.A. - EM RECUPERAÇÃO JUDICIAL","2015",0,0,0
"2855",520,"LIBRA TERMINAL RIO S.A. - EM RECUPERAÇÃO JUDICIAL","2014",0,0,0
"2856",520,"LIBRA TERMINAL RIO S.A. - EM RECUPERAÇÃO JUDICIAL","2013",0,Inf,0
"2857",521,"AGUAS GUARIROBA S.A.","2017",0,23.38,0
"2858",521,"AGUAS GUARIROBA S.A.","2016",0,21.94,0
"2859",521,"AGUAS GUARIROBA S.A.","2015",0,45.5,0
"2860",521,"AGUAS GUARIROBA S.A.","2014",0,0,0
"2861",521,"AGUAS GUARIROBA S.A.","2013",0,9.56,0
"2862",522,"RUMO LOGÍSTICA OPERADORA MULTIMODAL S.A.","2015",0,21.28,0
"2863",522,"RUMO LOGÍSTICA OPERADORA MULTIMODAL S.A.","2014",0,17.47,0
"2864",522,"RUMO LOGÍSTICA OPERADORA MULTIMODAL S.A.","2013",0,32.35,0
"2865",523,"PROLAGOS S.A. - CONCESSIONÁRIA DE SERVIÇOS PÚBLICOS DE ÁGUA E ESGOTO","2017",0,0,0
"2866",523,"PROLAGOS S.A. - CONCESSIONÁRIA DE SERVIÇOS PÚBLICOS DE ÁGUA E ESGOTO","2016",0,0,0
"2867",523,"PROLAGOS S.A. - CONCESSIONÁRIA DE SERVIÇOS PÚBLICOS DE ÁGUA E ESGOTO","2015",0,0,0
"2868",523,"PROLAGOS S.A. - CONCESSIONÁRIA DE SERVIÇOS PÚBLICOS DE ÁGUA E ESGOTO","2014",0,0,0
"2869",523,"PROLAGOS S.A. - CONCESSIONÁRIA DE SERVIÇOS PÚBLICOS DE ÁGUA E ESGOTO","2013",0,37.92,0
"2870",525,"COSAN LOGÍSTICA S.A.","2017",0,38.89,0
"2871",525,"COSAN LOGÍSTICA S.A.","2016",0,13.22,0
"2872",525,"COSAN LOGÍSTICA S.A.","2015",0,32.41,0
"2873",525,"COSAN LOGÍSTICA S.A.","2014",0,0,0
"2874",526,"DOMMO ENERGIA S.A.","2017",0,0,0
"2875",526,"DOMMO ENERGIA S.A.","2014",0,0,0
"2876",526,"DOMMO ENERGIA S.A.","2013",0,8.69,0
"2877",527,"OURO FINO SAÚDE ANIMAL PARTICIPAÇÕES S.A.","2017",0,0,0
"2878",527,"OURO FINO SAÚDE ANIMAL PARTICIPAÇÕES S.A.","2016",0,0,0
"2879",527,"OURO FINO SAÚDE ANIMAL PARTICIPAÇÕES S.A.","2015",0,0,0
"2880",527,"OURO FINO SAÚDE ANIMAL PARTICIPAÇÕES S.A.","2014",0,26.49,0
"2881",528,"CONC. DO AEROPORTO INTERNACIONAL DE GUARULHOS S.A.","2017",0,18.73,0
"2882",528,"CONC. DO AEROPORTO INTERNACIONAL DE GUARULHOS S.A.","2016",0,0,0
"2883",528,"CONC. DO AEROPORTO INTERNACIONAL DE GUARULHOS S.A.","2015",0,26.19,0
"2884",528,"CONC. DO AEROPORTO INTERNACIONAL DE GUARULHOS S.A.","2014",0,26.19,0
"2885",528,"CONC. DO AEROPORTO INTERNACIONAL DE GUARULHOS S.A.","2013",0,0,0
"2886",529,"PORTO SUDESTE V.M. S.A.","2017",0,0,0
"2887",529,"PORTO SUDESTE V.M. S.A.","2016",0,0,0
"2888",531,"INTERNATIONAL MEAL COMPANY ALIMENTAÇÃO S.A.","2017",0,0,0
"2889",531,"INTERNATIONAL MEAL COMPANY ALIMENTAÇÃO S.A.","2016",0,0,0
"2890",531,"INTERNATIONAL MEAL COMPANY ALIMENTAÇÃO S.A.","2015",0,0,0
"2891",531,"INTERNATIONAL MEAL COMPANY ALIMENTAÇÃO S.A.","2014",0,0,0
"2892",531,"INTERNATIONAL MEAL COMPANY ALIMENTAÇÃO S.A.","2013",0,53.19,0
"2893",532,"WIZ SOLUÇÕES E CORRETAGEM DE SEGUROS S.A.","2017",0,7.97,0
"2894",532,"WIZ SOLUÇÕES E CORRETAGEM DE SEGUROS S.A.","2016",0,0,0
"2895",532,"WIZ SOLUÇÕES E CORRETAGEM DE SEGUROS S.A.","2015",0,0,0
"2896",532,"WIZ SOLUÇÕES E CORRETAGEM DE SEGUROS S.A.","2014",11.49,26.33,0
"2897",533,"YOU INC INCORPORADORA E PARTICIPAÇÕES S.A.","2017",11.49,26.33,0
"2898",533,"YOU INC INCORPORADORA E PARTICIPAÇÕES S.A.","2016",0,27.06,0
"2899",533,"YOU INC INCORPORADORA E PARTICIPAÇÕES S.A.","2015",0,17.5,0
"2900",533,"YOU INC INCORPORADORA E PARTICIPAÇÕES S.A.","2014",0,0,0
"2901",534,"MAESTRO LOCADORA DE VEÍCULOS S.A.","2017",0,41.9,0
"2902",534,"MAESTRO LOCADORA DE VEÍCULOS S.A.","2016",0,36.12,0
"2903",534,"MAESTRO LOCADORA DE VEÍCULOS S.A.","2015",0,0,0
"2904",534,"MAESTRO LOCADORA DE VEÍCULOS S.A.","2014",0,0,0
"2905",535,"BR HOME CENTERS S.A.","2017",0,0,0
"2906",535,"BR HOME CENTERS S.A.","2016",0,0,0
"2907",535,"BR HOME CENTERS S.A.","2015",0,0,0
"2908",535,"BR HOME CENTERS S.A.","2014",0,22.8,0
"2909",536,"PRÁTICA PARTICIPAÇÕES S.A.","2016",0,30.12,0
"2910",536,"PRÁTICA PARTICIPAÇÕES S.A.","2015",0,36.8,0
"2911",536,"PRÁTICA PARTICIPAÇÕES S.A.","2014",0,50,0
"2912",537,"FORNO DE MINAS ALIMENTOS S.A.","2016",0,50,0
"2913",537,"FORNO DE MINAS ALIMENTOS S.A.","2015",0,44.18,0
"2914",537,"FORNO DE MINAS ALIMENTOS S.A.","2014",0,15.57,0
"2915",540,"BS&C EMPREENDIMENTOS E PARTICIPAÇÕES S.A.","2015",0,48.2,0
"2916",540,"BS&C EMPREENDIMENTOS E PARTICIPAÇÕES S.A.","2014",0,17.55,0
"2917",541,"COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS","2017",0,0,0
"2918",541,"COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS","2016",0,27.99,0
"2919",541,"COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS","2015",0,49.26,0
"2920",541,"COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS","2014",0,20.62,0
"2921",542,"BRQ SOLUÇÕES EM INFORMÁTICA S.A.","2017",0,40.2,0
"2922",542,"BRQ SOLUÇÕES EM INFORMÁTICA S.A.","2016",0,75.58,0
"2923",542,"BRQ SOLUÇÕES EM INFORMÁTICA S.A.","2015",0,65.62,0
"2924",542,"BRQ SOLUÇÕES EM INFORMÁTICA S.A.","2014",0,16.74,0
"2925",543,"MOVIDA PARTICIPAÇÕES S.A.","2017",0,30.36,0
"2926",543,"MOVIDA PARTICIPAÇÕES S.A.","2014",0,18.68,0
"2927",544,"SUGOI INCORPORADORA E CONSTRUTORA S.A.","2017",0,67.15,0
"2928",544,"SUGOI INCORPORADORA E CONSTRUTORA S.A.","2016",0,51.9,0
"2929",544,"SUGOI INCORPORADORA E CONSTRUTORA S.A.","2015",0,14.96,0
"2930",545,"CINESYSTEM S.A.","2017",0,14.28,0
"2931",545,"CINESYSTEM S.A.","2016",0,0,0
"2932",545,"CINESYSTEM S.A.","2015",0,0,0
"2933",546,"CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.","2017",30.12,32.84,0
"2934",546,"CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.","2016",31.55,33.11,0
"2935",547,"VERT COMPANHIA SECURITIZADORA","2017",48.46,50.6,0
"2936",547,"VERT COMPANHIA SECURITIZADORA","2016",37.32,38.9,0
"2937",549,"GAIA CRED SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.","2017",45.61,47.44,0
"2938",549,"GAIA CRED SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.","2016",59.5,59.51,0
"2939",549,"GAIA CRED SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.","2015",18.53,37.38,0
"2940",550,"CENTRO DE IMAGEM DIAGNÓSTICOS S.A.","2017",0,53.48,0
"2941",550,"CENTRO DE IMAGEM DIAGNÓSTICOS S.A.","2016",0,0,0
"2942",550,"CENTRO DE IMAGEM DIAGNÓSTICOS S.A.","2015",0,0,0
"2943",551,"TCP - TERMINAL DE CONTÊINERES DE PARANAGUÁ S.A.","2017",0,57.5,0
"2944",551,"TCP - TERMINAL DE CONTÊINERES DE PARANAGUÁ S.A.","2016",0,35.49,0
"2945",551,"TCP - TERMINAL DE CONTÊINERES DE PARANAGUÁ S.A.","2015",0,0,0
"2946",552,"INSTITUTO HERMES PARDINI S/A","2017",0,47.63,0
"2947",552,"INSTITUTO HERMES PARDINI S/A","2016",0,34.51,0
"2948",554,"AZUL S.A.","2017",0,0,0
"2949",554,"AZUL S.A.","2016",0,4.9,0
"2950",556,"ATACADÃO S.A.","2017",0,4.42,0
"2951",556,"ATACADÃO S.A.","2016",0,0,0
"2952",557,"IRB - BRASIL RESSEGUROS S.A.","2017",0,7.43,0
"2953",557,"IRB - BRASIL RESSEGUROS S.A.","2016",0,8.5,0
"2954",558,"STARA S.A. - INDÚSTRIA DE IMPLEMENTOS AGRÍCOLAS","2017",0,10.59,0
"2955",558,"STARA S.A. - INDÚSTRIA DE IMPLEMENTOS AGRÍCOLAS","2016",0,10.65,0
"2956",559,"CAMIL ALIMENTOS S/A","2017",0,0,0
"2957",560,"PRINER SERVIÇOS INDUSTRIAIS S.A.","2017",23.44,51.73,0
"2958",560,"PRINER SERVIÇOS INDUSTRIAIS S.A.","2016",0,0,0
"2959",561,"SMILES FIDELIDADE S.A.","2017",0,0,0
"2960",561,"SMILES FIDELIDADE S.A.","2016",0,0,0
"2961",562,"SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.","2017",0,25.35,0
"2962",562,"SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.","2016",0,22.19,0
"2963",563,"INTER CONSTRUTORA E INCORPORADORA S.A","2017",0,24.26,0
"2964",563,"INTER CONSTRUTORA E INCORPORADORA S.A","2016",0,23.65,0
"2965",564,"CELULOSE IRANI SA","2017",0,25.67,0
"2966",564,"CELULOSE IRANI SA","2016",0,21.82,0
"2967",564,"CELULOSE IRANI SA","2015",0,0,0
"2968",564,"CELULOSE IRANI SA","2014",4.74,0,0
"2969",564,"CELULOSE IRANI SA","2013",0,20.75,0
"2970",564,"CELULOSE IRANI SA","2012",0,19.69,0
"2971",564,"CELULOSE IRANI SA","2011",0,23.85,0
"2972",564,"CELULOSE IRANI SA","2010",0,20.76,0
"2973",565,"PETROBRAS DISTRIBUIDORA SA","2017",0,19.19,0
"2974",565,"PETROBRAS DISTRIBUIDORA SA","2016",0,11.36,0
"2975",566,"BK BRASIL OPERAÇÃO E ASSESSORIA A RESTAURANTES S.A.","2017",0,25.41,0
"2976",566,"BK BRASIL OPERAÇÃO E ASSESSORIA A RESTAURANTES S.A.","2016",0,15.88,0
"2977",567,"ENTREVIAS CONCESSIONÁRIA DE RODOVIAS S.A.","2016",0,15.43,0
"2978",568,"FLEX GESTÃO DE RELACIONAMENTO S.A.","2017",0,18.59,0
"2979",568,"FLEX GESTÃO DE RELACIONAMENTO S.A.","2016",0,18.4,0
"2980",569,"CENTRAIS ELETRICAS BRASILEIRAS SA","2017",0,21.21,0
"2981",569,"CENTRAIS ELETRICAS BRASILEIRAS SA","2016",0,17.15,0
"2982",569,"CENTRAIS ELETRICAS BRASILEIRAS SA","2015",31.58,22.4,0
"2983",569,"CENTRAIS ELETRICAS BRASILEIRAS SA","2014",31.58,25.1,0
"2984",569,"CENTRAIS ELETRICAS BRASILEIRAS SA","2013",31.77,29.39,0
"2985",569,"CENTRAIS ELETRICAS BRASILEIRAS SA","2012",0,0,0
"2986",569,"CENTRAIS ELETRICAS BRASILEIRAS SA","2011",0,0,0
"2987",569,"CENTRAIS ELETRICAS BRASILEIRAS SA","2010",0,0,0
"2988",570,"NOTRE DAME INTERMÉDICA PARTICIPAÇÕES S.A.","2017",0,0,0
"2989",571,"HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.","2017",0,21.53,0
"2990",572,"BANCO INTER S.A.","2017",0,33.45,0
"2991",575,"EQUATORIAL TRANSMISSORA 8 SPE S.A.","2017",0,28.95,0
"2992",577,"AMALFI EMPREENDIMENTOS E PARTICIPAÇÕES S.A.","2017",0,22.45,0
"2993",578,"CIA ENERG MINAS GERAIS - CEMIG","2017",0,31.23,0
"2994",578,"CIA ENERG MINAS GERAIS - CEMIG","2016",0,25.3,0
"2995",578,"CIA ENERG MINAS GERAIS - CEMIG","2015",0,17.85,0
"2996",578,"CIA ENERG MINAS GERAIS - CEMIG","2014",0,13.33,0
"2997",578,"CIA ENERG MINAS GERAIS - CEMIG","2013",45.46,44.97,0
"2998",578,"CIA ENERG MINAS GERAIS - CEMIG","2012",43.21,43.16,0
"2999",578,"CIA ENERG MINAS GERAIS - CEMIG","2011",47.19,26.59,0
"3000",578,"CIA ENERG MINAS GERAIS - CEMIG","2010",36.42,43.63,0
"3001",579,"CENTRAIS ELETRICAS DE SANTA CATARINA S.A","2017",38.04,23.67,0
"3002",579,"CENTRAIS ELETRICAS DE SANTA CATARINA S.A","2016",50.27,40.52,0
"3003",579,"CENTRAIS ELETRICAS DE SANTA CATARINA S.A","2015",46.21,37.36,0
"3004",579,"CENTRAIS ELETRICAS DE SANTA CATARINA S.A","2014",47.59,37.41,0
"3005",579,"CENTRAIS ELETRICAS DE SANTA CATARINA S.A","2013",0,0,0
"3006",579,"CENTRAIS ELETRICAS DE SANTA CATARINA S.A","2012",0,0,0
"3007",579,"CENTRAIS ELETRICAS DE SANTA CATARINA S.A","2011",0,0,0
"3008",579,"CENTRAIS ELETRICAS DE SANTA CATARINA S.A","2010",0,0,0
"3009",581,"CESP - COMPANHIA ENERGÉTICA DE SÃO PAULO","2017",22.13,21.73,0
"3010",581,"CESP - COMPANHIA ENERGÉTICA DE SÃO PAULO","2016",39.78,32.75,0
"3011",581,"CESP - COMPANHIA ENERGÉTICA DE SÃO PAULO","2015",42.88,42.31,0
"3012",581,"CESP - COMPANHIA ENERGÉTICA DE SÃO PAULO","2014",44.44,41.38,0
"3013",581,"CESP - COMPANHIA ENERGÉTICA DE SÃO PAULO","2013",50,50,0
"3014",581,"CESP - COMPANHIA ENERGÉTICA DE SÃO PAULO","2012",50,50,0
"3015",581,"CESP - COMPANHIA ENERGÉTICA DE SÃO PAULO","2011",50,50,0
"3016",581,"CESP - COMPANHIA ENERGÉTICA DE SÃO PAULO","2010",50,50,0
"3017",582,"CIA CACIQUE CAFE SOLUVEL","2013",50,50,0
"3018",582,"CIA CACIQUE CAFE SOLUVEL","2012",40.82,40.82,0
"3019",582,"CIA CACIQUE CAFE SOLUVEL","2011",0,0,0
"3020",582,"CIA CACIQUE CAFE SOLUVEL","2010",50,50,0
"3021",583,"AMPLA ENERGIA E SERVIÇOS S.A.","2017",0,19.08,0
"3022",583,"AMPLA ENERGIA E SERVIÇOS S.A.","2016",0,19.08,0
"3023",583,"AMPLA ENERGIA E SERVIÇOS S.A.","2015",0,19.08,0
"3024",583,"AMPLA ENERGIA E SERVIÇOS S.A.","2014",0,32.12,0
"3025",583,"AMPLA ENERGIA E SERVIÇOS S.A.","2013",0,7.61,0
"3026",583,"AMPLA ENERGIA E SERVIÇOS S.A.","2012",0,23.43,0
"3027",583,"AMPLA ENERGIA E SERVIÇOS S.A.","2011",0,20.46,0
"3028",583,"AMPLA ENERGIA E SERVIÇOS S.A.","2010",0,18.01,0
"3029",584,"CIA FERRO LIGAS BAHIA FERBASA","2017",0,0,0
"3030",584,"CIA FERRO LIGAS BAHIA FERBASA","2016",0,0,0
"3031",584,"CIA FERRO LIGAS BAHIA FERBASA","2015",0,0,0
"3032",584,"CIA FERRO LIGAS BAHIA FERBASA","2014",0,0,0
"3033",584,"CIA FERRO LIGAS BAHIA FERBASA","2013",0,0,0
"3034",584,"CIA FERRO LIGAS BAHIA FERBASA","2012",0,0,0
"3035",584,"CIA FERRO LIGAS BAHIA FERBASA","2011",0,0,0
"3036",584,"CIA FERRO LIGAS BAHIA FERBASA","2010",0,0,0
"3037",585,"COMPANHIA DE FIACAO E TECIDOS CEDRO E CACHOEIRA","2017",0,0,0
"3038",585,"COMPANHIA DE FIACAO E TECIDOS CEDRO E CACHOEIRA","2016",0,0,0
"3039",585,"COMPANHIA DE FIACAO E TECIDOS CEDRO E CACHOEIRA","2015",0,38.28,0
"3040",585,"COMPANHIA DE FIACAO E TECIDOS CEDRO E CACHOEIRA","2014",0,25.93,0
"3041",585,"COMPANHIA DE FIACAO E TECIDOS CEDRO E CACHOEIRA","2013",0,0,0
"3042",585,"COMPANHIA DE FIACAO E TECIDOS CEDRO E CACHOEIRA","2012",0,0,0
"3043",585,"COMPANHIA DE FIACAO E TECIDOS CEDRO E CACHOEIRA","2011",0,0,0
"3044",585,"COMPANHIA DE FIACAO E TECIDOS CEDRO E CACHOEIRA","2010",0,0,0
"3045",586,"CIA SEGUROS ALIANCA BAHIA","2017",0,2.75,0
"3046",586,"CIA SEGUROS ALIANCA BAHIA","2016",0,4.55,0
"3047",586,"CIA SEGUROS ALIANCA BAHIA","2015",0,3.05,0
"3048",586,"CIA SEGUROS ALIANCA BAHIA","2014",0,2.49,0
"3049",586,"CIA SEGUROS ALIANCA BAHIA","2013",0,0,0
"3050",586,"CIA SEGUROS ALIANCA BAHIA","2012",0,0,0
"3051",586,"CIA SEGUROS ALIANCA BAHIA","2011",0,0,0
"3052",586,"CIA SEGUROS ALIANCA BAHIA","2010",0,0,0
"3053",587,"CIA TECIDOS NORTE DE MINAS - COTEMINAS","2017",0,0,0
"3054",587,"CIA TECIDOS NORTE DE MINAS - COTEMINAS","2016",0,0,0
"3055",587,"CIA TECIDOS NORTE DE MINAS - COTEMINAS","2015",0,0,0
"3056",587,"CIA TECIDOS NORTE DE MINAS - COTEMINAS","2014",0,0,0
"3057",587,"CIA TECIDOS NORTE DE MINAS - COTEMINAS","2013",0,0,0
"3058",587,"CIA TECIDOS NORTE DE MINAS - COTEMINAS","2012",0,0,0
"3059",587,"CIA TECIDOS NORTE DE MINAS - COTEMINAS","2011",0,0,0
"3060",587,"CIA TECIDOS NORTE DE MINAS - COTEMINAS","2010",0,0,0
"3061",588,"CIA DOCAS DE IMBITUBA","2014",0,0,0
"3062",588,"CIA DOCAS DE IMBITUBA","2013",0,22.41,0
"3063",588,"CIA DOCAS DE IMBITUBA","2012",0,22.27,0
"3064",588,"CIA DOCAS DE IMBITUBA","2011",0,18.74,0
"3065",588,"CIA DOCAS DE IMBITUBA","2010",0,0,0
"3066",589,"DOCAS INVESTIMENTOS SA","2011",0,32.35,0
"3067",589,"DOCAS INVESTIMENTOS SA","2010",0,36.19,0
"3068",590,"REDE ENERGIA PARTICIPAÇÕES S.A.","2017",0,0,0
"3069",590,"REDE ENERGIA PARTICIPAÇÕES S.A.","2016",0,0,0
"3070",590,"REDE ENERGIA PARTICIPAÇÕES S.A.","2015",0,34.21,0
"3071",590,"REDE ENERGIA PARTICIPAÇÕES S.A.","2011",0,27.03,0
"3072",590,"REDE ENERGIA PARTICIPAÇÕES S.A.","2010",0,20.45,0
"3073",591,"CIA ESTADUAL DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA","2017",0,23.08,0
"3074",591,"CIA ESTADUAL DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA","2016",0,9.1,0
"3075",591,"CIA ESTADUAL DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA","2015",80.74,11.44,0
"3076",591,"CIA ESTADUAL DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA","2014",62.57,83.43,0
"3077",591,"CIA ESTADUAL DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA","2013",0,29.02,0
"3078",591,"CIA ESTADUAL DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA","2012",0,23.74,0
"3079",591,"CIA ESTADUAL DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA","2011",0,23.74,0
"3080",591,"CIA ESTADUAL DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA","2010",0,23.67,0
"3081",592,"COMPANHIIA HABITASUL DE PARTICIPAÇÕES","2017",0,28.05,0
"3082",592,"COMPANHIIA HABITASUL DE PARTICIPAÇÕES","2016",0,22.48,0
"3083",592,"COMPANHIIA HABITASUL DE PARTICIPAÇÕES","2015",0,26,0
"3084",592,"COMPANHIIA HABITASUL DE PARTICIPAÇÕES","2014",0,19.94,0
"3085",592,"COMPANHIIA HABITASUL DE PARTICIPAÇÕES","2013",0,0,0
"3086",592,"COMPANHIIA HABITASUL DE PARTICIPAÇÕES","2012",0,0,0
"3087",592,"COMPANHIIA HABITASUL DE PARTICIPAÇÕES","2011",0,0,0
"3088",592,"COMPANHIIA HABITASUL DE PARTICIPAÇÕES","2010",0,0,0
"3089",593,"CIA. IGUAÇU DE CAFÉ SOLÚVEL","2014",0,0,0
"3090",593,"CIA. IGUAÇU DE CAFÉ SOLÚVEL","2011",0,0,0
"3091",593,"CIA. IGUAÇU DE CAFÉ SOLÚVEL","2010",0,0,0
"3092",594,"COMPANHIA INDUSTRIAL CATAGUASES","2017",30.3,26.91,0
"3093",594,"COMPANHIA INDUSTRIAL CATAGUASES","2016",0,0,0
"3094",594,"COMPANHIA INDUSTRIAL CATAGUASES","2015",0,10.34,0
"3095",594,"COMPANHIA INDUSTRIAL CATAGUASES","2014",0,6.62,0
"3096",594,"COMPANHIA INDUSTRIAL CATAGUASES","2013",8.36,0,0
"3097",594,"COMPANHIA INDUSTRIAL CATAGUASES","2012",56.33,0,0
"3098",594,"COMPANHIA INDUSTRIAL CATAGUASES","2011",64.29,0,0
"3099",594,"COMPANHIA INDUSTRIAL CATAGUASES","2010",65.92,0,0
"3100",595,"CIA INDL SCHLOSSER SA - EM RECUPERAÇÃO JUDICIAL","2017",11.13,0,0
"3101",595,"CIA INDL SCHLOSSER SA - EM RECUPERAÇÃO JUDICIAL","2012",0,56.9,0
"3102",596,"COMPANHIA  MELHORAMENTOS DE SÃO PAULO","2017",0,50.38,0
"3103",596,"COMPANHIA  MELHORAMENTOS DE SÃO PAULO","2016",0,62.04,0
"3104",596,"COMPANHIA  MELHORAMENTOS DE SÃO PAULO","2015",0,24.53,0
"3105",596,"COMPANHIA  MELHORAMENTOS DE SÃO PAULO","2014",0,23.83,0
"3106",596,"COMPANHIA  MELHORAMENTOS DE SÃO PAULO","2013",0,26.27,0
"3107",596,"COMPANHIA  MELHORAMENTOS DE SÃO PAULO","2012",0,27.52,0
"3108",596,"COMPANHIA  MELHORAMENTOS DE SÃO PAULO","2011",0,26.24,0
"3109",597,"COMPANHIA PAULISTA DE FORCA LUZ - CPFL","2017",0,33.92,0
"3110",597,"COMPANHIA PAULISTA DE FORCA LUZ - CPFL","2016",0,39.83,0
"3111",597,"COMPANHIA PAULISTA DE FORCA LUZ - CPFL","2015",0,33.36,0
"3112",597,"COMPANHIA PAULISTA DE FORCA LUZ - CPFL","2014",0,33.95,0
"3113",597,"COMPANHIA PAULISTA DE FORCA LUZ - CPFL","2013",0,40.02,0
"3114",597,"COMPANHIA PAULISTA DE FORCA LUZ - CPFL","2012",0,0,0
"3115",597,"COMPANHIA PAULISTA DE FORCA LUZ - CPFL","2011",0,0,0
"3116",597,"COMPANHIA PAULISTA DE FORCA LUZ - CPFL","2010",0,0,0
"3117",598,"FINANCEIRA ALFA S.A.- C.F.I","2017",0,0,0
"3118",598,"FINANCEIRA ALFA S.A.- C.F.I","2016",0,6.45,0
"3119",598,"FINANCEIRA ALFA S.A.- C.F.I","2015",0,6.66,0
"3120",598,"FINANCEIRA ALFA S.A.- C.F.I","2014",0,5.92,0
"3121",598,"FINANCEIRA ALFA S.A.- C.F.I","2013",0,18.39,0
"3122",598,"FINANCEIRA ALFA S.A.- C.F.I","2012",0,0,0
"3123",598,"FINANCEIRA ALFA S.A.- C.F.I","2011",0,0,0
"3124",598,"FINANCEIRA ALFA S.A.- C.F.I","2010",0,0,0
"3125",599,"GERDAU S.A.","2017",0,0,0
