"","Codigo","Companhia","Ano","Porcentagem.Conselheiros"
"830",355,"BHG S.A. - BRAZIL HOSPITALITY GROUP","2012",NA
"831",355,"BHG S.A. - BRAZIL HOSPITALITY GROUP","2011",NA
"832",355,"BHG S.A. - BRAZIL HOSPITALITY GROUP","2010",NA
"833",356,"MRV ENGENHARIA E PARTICIPAÇÕES S/A","2017",NA
"834",356,"MRV ENGENHARIA E PARTICIPAÇÕES S/A","2016",0
"835",356,"MRV ENGENHARIA E PARTICIPAÇÕES S/A","2015",0
"836",356,"MRV ENGENHARIA E PARTICIPAÇÕES S/A","2014",1.25
"837",356,"MRV ENGENHARIA E PARTICIPAÇÕES S/A","2013",0
"838",356,"MRV ENGENHARIA E PARTICIPAÇÕES S/A","2012",NA
"839",356,"MRV ENGENHARIA E PARTICIPAÇÕES S/A","2011",NA
"840",356,"MRV ENGENHARIA E PARTICIPAÇÕES S/A","2010",NA
"841",357,"MINERVA S/A","2017",NA
"842",357,"MINERVA S/A","2016",2
"843",357,"MINERVA S/A","2015",2
"844",357,"MINERVA S/A","2014",2
"845",357,"MINERVA S/A","2013",0
"846",357,"MINERVA S/A","2012",NA
"847",357,"MINERVA S/A","2011",NA
"848",357,"MINERVA S/A","2010",NA
"849",358,"BANCO ABC BRASIL S/A","2017",NA
"850",358,"BANCO ABC BRASIL S/A","2016",6
"851",358,"BANCO ABC BRASIL S/A","2015",6
"852",358,"BANCO ABC BRASIL S/A","2014",2
"853",358,"BANCO ABC BRASIL S/A","2013",0
"854",358,"BANCO ABC BRASIL S/A","2012",NA
"855",358,"BANCO ABC BRASIL S/A","2011",NA
"856",358,"BANCO ABC BRASIL S/A","2010",NA
"857",359,"SPRINGS GLOBAL PARTICIPAÇÕES S/A","2017",NA
"858",359,"SPRINGS GLOBAL PARTICIPAÇÕES S/A","2016",4
"859",359,"SPRINGS GLOBAL PARTICIPAÇÕES S/A","2015",4
"860",359,"SPRINGS GLOBAL PARTICIPAÇÕES S/A","2014",7.75
"861",359,"SPRINGS GLOBAL PARTICIPAÇÕES S/A","2013",0
"862",359,"SPRINGS GLOBAL PARTICIPAÇÕES S/A","2012",NA
"863",359,"SPRINGS GLOBAL PARTICIPAÇÕES S/A","2011",NA
"864",359,"SPRINGS GLOBAL PARTICIPAÇÕES S/A","2010",NA
"865",360,"COMPANHIA PROVIDENCIA IND E COMERCIO","2014",NA
"866",360,"COMPANHIA PROVIDENCIA IND E COMERCIO","2013",NA
"867",360,"COMPANHIA PROVIDENCIA IND E COMERCIO","2012",NA
"868",360,"COMPANHIA PROVIDENCIA IND E COMERCIO","2011",NA
"869",361,"MULTIPLAN EMP. IMOBILIARIOS S/A","2017",NA
"870",361,"MULTIPLAN EMP. IMOBILIARIOS S/A","2016",9
"871",361,"MULTIPLAN EMP. IMOBILIARIOS S/A","2015",0
"872",361,"MULTIPLAN EMP. IMOBILIARIOS S/A","2014",8
"873",361,"MULTIPLAN EMP. IMOBILIARIOS S/A","2013",0
"874",361,"MULTIPLAN EMP. IMOBILIARIOS S/A","2012",NA
"875",361,"MULTIPLAN EMP. IMOBILIARIOS S/A","2011",NA
"876",361,"MULTIPLAN EMP. IMOBILIARIOS S/A","2010",NA
"877",362,"B2W - COMPANHIA DIGITAL","2017",NA
"878",362,"B2W - COMPANHIA DIGITAL","2016",6.33333333333333
"879",362,"B2W - COMPANHIA DIGITAL","2015",0
"880",362,"B2W - COMPANHIA DIGITAL","2014",5
"881",362,"B2W - COMPANHIA DIGITAL","2013",0
"882",362,"B2W - COMPANHIA DIGITAL","2012",NA
"883",362,"B2W - COMPANHIA DIGITAL","2011",NA
"884",362,"B2W - COMPANHIA DIGITAL","2010",NA
"885",363,"CAMBUCI SA","2017",NA
"886",363,"CAMBUCI SA","2016",0
"887",363,"CAMBUCI SA","2015",0
"888",363,"CAMBUCI SA","2014",0
"889",363,"CAMBUCI SA","2013",0
"890",363,"CAMBUCI SA","2012",NA
"891",363,"CAMBUCI SA","2011",NA
"892",364,"GENERAL SHOPPING BRASIL SA","2017",NA
"893",364,"GENERAL SHOPPING BRASIL SA","2016",4
"894",364,"GENERAL SHOPPING BRASIL SA","2015",4
"895",364,"GENERAL SHOPPING BRASIL SA","2014",4
"896",364,"GENERAL SHOPPING BRASIL SA","2013",0
"897",364,"GENERAL SHOPPING BRASIL SA","2012",NA
"898",364,"GENERAL SHOPPING BRASIL SA","2011",NA
"899",364,"GENERAL SHOPPING BRASIL SA","2010",NA
"900",365,"ESTACIO PARTICIPAÇÕES SA","2017",NA
"901",365,"ESTACIO PARTICIPAÇÕES SA","2016",0.714285714285714
"902",365,"ESTACIO PARTICIPAÇÕES SA","2015",0.714285714285714
"903",365,"ESTACIO PARTICIPAÇÕES SA","2014",0
"904",365,"ESTACIO PARTICIPAÇÕES SA","2013",0
"905",365,"ESTACIO PARTICIPAÇÕES SA","2012",NA
"906",365,"ESTACIO PARTICIPAÇÕES SA","2011",NA
"907",365,"ESTACIO PARTICIPAÇÕES SA","2010",NA
"908",367,"ALGAR TELECOM S/A","2017",NA
"909",367,"ALGAR TELECOM S/A","2016",1
"910",368,"CYRELA COMMERCIAL PROPERTIES SA EMP  PART","2017",NA
"911",368,"CYRELA COMMERCIAL PROPERTIES SA EMP  PART","2016",3.5
"912",368,"CYRELA COMMERCIAL PROPERTIES SA EMP  PART","2015",3.5
"913",368,"CYRELA COMMERCIAL PROPERTIES SA EMP  PART","2014",7
"914",368,"CYRELA COMMERCIAL PROPERTIES SA EMP  PART","2013",0
"915",368,"CYRELA COMMERCIAL PROPERTIES SA EMP  PART","2012",NA
"916",368,"CYRELA COMMERCIAL PROPERTIES SA EMP  PART","2011",NA
"917",368,"CYRELA COMMERCIAL PROPERTIES SA EMP  PART","2010",NA
"918",370,"MOURA DUBEUX ENGENHARIA S/A","2015",NA
"919",370,"MOURA DUBEUX ENGENHARIA S/A","2014",0
"920",370,"MOURA DUBEUX ENGENHARIA S/A","2013",0
"921",370,"MOURA DUBEUX ENGENHARIA S/A","2012",NA
"922",370,"MOURA DUBEUX ENGENHARIA S/A","2011",NA
"923",370,"MOURA DUBEUX ENGENHARIA S/A","2010",NA
"924",372,"DURATEX S.A.","2017",NA
"925",372,"DURATEX S.A.","2016",3.66666666666667
"926",372,"DURATEX S.A.","2015",3.66666666666667
"927",372,"DURATEX S.A.","2014",2.66666666666667
"928",372,"DURATEX S.A.","2013",0
"929",372,"DURATEX S.A.","2012",NA
"930",372,"DURATEX S.A.","2011",NA
"931",372,"DURATEX S.A.","2010",NA
"932",0,"CHINA CONSTRUCTION BANK(BRASIL) BANCO MÚLTIPLO S.A.","2014",NA
"933",0,"CHINA CONSTRUCTION BANK(BRASIL) BANCO MÚLTIPLO S.A.","2013",NA
"934",0,"CHINA CONSTRUCTION BANK(BRASIL) BANCO MÚLTIPLO S.A.","2012",NA
"935",0,"CHINA CONSTRUCTION BANK(BRASIL) BANCO MÚLTIPLO S.A.","2011",NA
"936",0,"CHINA CONSTRUCTION BANK(BRASIL) BANCO MÚLTIPLO S.A.","2010",NA
"937",375,"SUL AMERICA S/A","2017",NA
"938",375,"SUL AMERICA S/A","2016",6.16666666666667
"939",375,"SUL AMERICA S/A","2015",5.6
"940",375,"SUL AMERICA S/A","2014",8.16666666666667
"941",375,"SUL AMERICA S/A","2013",0
"942",375,"SUL AMERICA S/A","2012",NA
"943",375,"SUL AMERICA S/A","2011",NA
"944",375,"SUL AMERICA S/A","2010",NA
"945",376,"TRISUL S/A","2017",NA
"946",376,"TRISUL S/A","2016",0
"947",376,"TRISUL S/A","2015",0
"948",376,"TRISUL S/A","2014",0
"949",376,"TRISUL S/A","2013",0
"950",376,"TRISUL S/A","2012",NA
"951",376,"TRISUL S/A","2011",NA
"952",376,"TRISUL S/A","2010",NA
"953",377,"CONSTRUTORA TENDA S/A","2017",NA
"954",377,"CONSTRUTORA TENDA S/A","2016",0
"955",377,"CONSTRUTORA TENDA S/A","2015",0
"956",377,"CONSTRUTORA TENDA S/A","2014",2.6
"957",377,"CONSTRUTORA TENDA S/A","2013",0
"958",378,"J.MACEDO S/A","2017",NA
"959",378,"J.MACEDO S/A","2016",1
"960",378,"J.MACEDO S/A","2014",0
"961",378,"J.MACEDO S/A","2013",0
"962",378,"J.MACEDO S/A","2012",NA
"963",378,"J.MACEDO S/A","2011",NA
"964",379,"AMIL PARTICIPAÇÕES S/A","2011",NA
"965",379,"AMIL PARTICIPAÇÕES S/A","2010",NA
"966",380,"BRASIL BROKERS PARTICIPAÇÕES SA","2017",NA
"967",380,"BRASIL BROKERS PARTICIPAÇÕES SA","2016",0
"968",380,"BRASIL BROKERS PARTICIPAÇÕES SA","2011",0
"969",380,"BRASIL BROKERS PARTICIPAÇÕES SA","2010",NA
"970",381,"BANCO PAN SA","2017",NA
"971",381,"BANCO PAN SA","2016",0.6
"972",381,"BANCO PAN SA","2015",2
"973",381,"BANCO PAN SA","2014",3.33333333333333
"974",381,"BANCO PAN SA","2013",0
"975",381,"BANCO PAN SA","2012",NA
"976",381,"BANCO PAN SA","2011",NA
"977",381,"BANCO PAN SA","2010",NA
"978",382,"ENEVA S.A.","2017",NA
"979",382,"ENEVA S.A.","2016",2.25
"980",382,"ENEVA S.A.","2015",2.25
"981",382,"ENEVA S.A.","2014",1
"982",382,"ENEVA S.A.","2013",0
"983",382,"ENEVA S.A.","2012",NA
"984",382,"ENEVA S.A.","2011",NA
"985",382,"ENEVA S.A.","2010",NA
"986",386,"ALIANSCE SHOPPING CENTERS S/A","2017",NA
"987",386,"ALIANSCE SHOPPING CENTERS S/A","2016",4
"988",386,"ALIANSCE SHOPPING CENTERS S/A","2015",4
"989",386,"ALIANSCE SHOPPING CENTERS S/A","2014",4.5
"990",386,"ALIANSCE SHOPPING CENTERS S/A","2013",0
"991",386,"ALIANSCE SHOPPING CENTERS S/A","2012",NA
"992",386,"ALIANSCE SHOPPING CENTERS S/A","2011",NA
"993",386,"ALIANSCE SHOPPING CENTERS S/A","2010",NA
"994",387,"NUTRIPLANT INDUSTRIA E COMÉRCIO S/A","2013",NA
"995",387,"NUTRIPLANT INDUSTRIA E COMÉRCIO S/A","2012",NA
"996",387,"NUTRIPLANT INDUSTRIA E COMÉRCIO S/A","2011",NA
"997",387,"NUTRIPLANT INDUSTRIA E COMÉRCIO S/A","2010",NA
"998",388,"OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL","2017",NA
"999",388,"OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL","2016",2
"1000",388,"OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL","2014",2
"1001",388,"OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL","2013",0
"1002",388,"OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL","2012",NA
"1003",388,"OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL","2011",NA
"1004",388,"OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL","2010",NA
"1005",389,"DIRECIONAL ENGENHARIA SA","2017",NA
"1006",389,"DIRECIONAL ENGENHARIA SA","2016",4.5
"1007",389,"DIRECIONAL ENGENHARIA SA","2015",3.5
"1008",389,"DIRECIONAL ENGENHARIA SA","2014",3.5
"1009",389,"DIRECIONAL ENGENHARIA SA","2013",0
"1010",389,"DIRECIONAL ENGENHARIA SA","2012",NA
"1011",389,"DIRECIONAL ENGENHARIA SA","2011",NA
"1012",392,"HYPERA S/A","2017",NA
"1013",392,"HYPERA S/A","2016",4.66666666666667
"1014",392,"HYPERA S/A","2015",4.66666666666667
"1015",392,"HYPERA S/A","2014",4.33333333333333
"1016",392,"HYPERA S/A","2013",0
"1017",392,"HYPERA S/A","2012",NA
"1018",392,"HYPERA S/A","2011",NA
"1019",392,"HYPERA S/A","2010",NA
"1020",393,"RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS SA","2017",NA
"1021",393,"RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS SA","2016",2.5
"1022",393,"RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS SA","2015",5
"1023",393,"RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS SA","2014",4
"1024",393,"RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS SA","2013",0
"1025",393,"RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS SA","2012",NA
"1026",393,"RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS SA","2011",NA
"1027",393,"RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS SA","2010",NA
"1028",394,"PRUMO LOGÍSTICA S.A.","2016",NA
"1029",394,"PRUMO LOGÍSTICA S.A.","2015",4.5
"1030",394,"PRUMO LOGÍSTICA S.A.","2014",3.5
"1031",394,"PRUMO LOGÍSTICA S.A.","2013",0
"1032",394,"PRUMO LOGÍSTICA S.A.","2012",NA
"1033",394,"PRUMO LOGÍSTICA S.A.","2011",NA
"1034",394,"PRUMO LOGÍSTICA S.A.","2010",NA
"1035",395,"ALUPAR INVESTIMENTO S/A","2017",NA
"1036",395,"ALUPAR INVESTIMENTO S/A","2016",2
"1037",395,"ALUPAR INVESTIMENTO S/A","2015",0.5
"1038",395,"ALUPAR INVESTIMENTO S/A","2014",0
"1039",395,"ALUPAR INVESTIMENTO S/A","2012",0
"1040",395,"ALUPAR INVESTIMENTO S/A","2011",NA
"1041",395,"ALUPAR INVESTIMENTO S/A","2010",NA
"1042",397,"UNIDAS S/A","2017",NA
"1043",397,"UNIDAS S/A","2016",0
"1044",397,"UNIDAS S/A","2015",0
"1045",397,"UNIDAS S/A","2012",1
"1046",403,"B3 S.A. - BRASIL, BOLSA, BALCÃO","2017",NA
"1047",403,"B3 S.A. - BRASIL, BOLSA, BALCÃO","2016",0.666666666666667
"1048",403,"B3 S.A. - BRASIL, BOLSA, BALCÃO","2015",0
"1049",403,"B3 S.A. - BRASIL, BOLSA, BALCÃO","2014",1.25
"1050",403,"B3 S.A. - BRASIL, BOLSA, BALCÃO","2013",0
"1051",403,"B3 S.A. - BRASIL, BOLSA, BALCÃO","2012",NA
"1052",403,"B3 S.A. - BRASIL, BOLSA, BALCÃO","2011",NA
"1053",403,"B3 S.A. - BRASIL, BOLSA, BALCÃO","2010",NA
"1054",405,"RENOVA ENERGIA S/A","2017",NA
"1055",405,"RENOVA ENERGIA S/A","2016",6.5
"1056",405,"RENOVA ENERGIA S/A","2015",6.5
"1057",405,"RENOVA ENERGIA S/A","2014",0
"1058",405,"RENOVA ENERGIA S/A","2013",0
"1059",405,"RENOVA ENERGIA S/A","2012",NA
"1060",405,"RENOVA ENERGIA S/A","2011",NA
"1061",405,"RENOVA ENERGIA S/A","2010",NA
"1062",409,"TARPON INVESTIMENTOS S/A","2017",NA
"1063",409,"TARPON INVESTIMENTOS S/A","2016",0
"1064",409,"TARPON INVESTIMENTOS S/A","2015",0
"1065",409,"TARPON INVESTIMENTOS S/A","2014",4.5
"1066",409,"TARPON INVESTIMENTOS S/A","2013",0
"1067",409,"TARPON INVESTIMENTOS S/A","2012",NA
"1068",409,"TARPON INVESTIMENTOS S/A","2011",NA
"1069",409,"TARPON INVESTIMENTOS S/A","2010",NA
"1070",411,"CIELO S.A.","2017",NA
"1071",411,"CIELO S.A.","2016",3.33333333333333
"1072",411,"CIELO S.A.","2015",0
"1073",411,"CIELO S.A.","2014",4
"1074",411,"CIELO S.A.","2013",0
"1075",411,"CIELO S.A.","2012",NA
"1076",411,"CIELO S.A.","2011",NA
"1077",414,"PORTX OPERAÇÕES PORTUÁRIAS S.A.","2011",NA
"1078",414,"PORTX OPERAÇÕES PORTUÁRIAS S.A.","2010",NA
"1079",416,"CETIP S.A. - MERCADOS ORGANIZADOS","2016",NA
"1080",416,"CETIP S.A. - MERCADOS ORGANIZADOS","2015",0
"1081",416,"CETIP S.A. - MERCADOS ORGANIZADOS","2014",0.4
"1082",416,"CETIP S.A. - MERCADOS ORGANIZADOS","2013",0
"1083",416,"CETIP S.A. - MERCADOS ORGANIZADOS","2012",NA
"1084",416,"CETIP S.A. - MERCADOS ORGANIZADOS","2011",NA
"1085",416,"CETIP S.A. - MERCADOS ORGANIZADOS","2010",NA
"1086",421,"FLEURY SA","2017",NA
"1087",421,"FLEURY SA","2016",1
"1088",421,"FLEURY SA","2015",0
"1089",421,"FLEURY SA","2014",1
"1090",421,"FLEURY SA","2013",0
"1091",421,"FLEURY SA","2012",NA
"1092",421,"FLEURY SA","2011",NA
"1093",421,"FLEURY SA","2010",NA
"1094",425,"MULTIPLUS SA","2017",NA
"1095",425,"MULTIPLUS SA","2016",3
"1096",425,"MULTIPLUS SA","2015",3
"1097",425,"MULTIPLUS SA","2014",1
"1098",425,"MULTIPLUS SA","2013",0
"1099",425,"MULTIPLUS SA","2012",NA
"1100",425,"MULTIPLUS SA","2010",NA
"1101",428,"MILLS ESTRUTURAS E SERVIÇOS DE ENGENHARIA S/A","2017",NA
"1102",428,"MILLS ESTRUTURAS E SERVIÇOS DE ENGENHARIA S/A","2016",1
"1103",428,"MILLS ESTRUTURAS E SERVIÇOS DE ENGENHARIA S/A","2015",1
"1104",428,"MILLS ESTRUTURAS E SERVIÇOS DE ENGENHARIA S/A","2014",0.666666666666667
"1105",428,"MILLS ESTRUTURAS E SERVIÇOS DE ENGENHARIA S/A","2013",0
"1106",428,"MILLS ESTRUTURAS E SERVIÇOS DE ENGENHARIA S/A","2012",NA
"1107",428,"MILLS ESTRUTURAS E SERVIÇOS DE ENGENHARIA S/A","2011",NA
"1108",428,"MILLS ESTRUTURAS E SERVIÇOS DE ENGENHARIA S/A","2010",NA
"1109",429,"JSL S.A.","2017",NA
"1110",429,"JSL S.A.","2016",3.5
"1111",429,"JSL S.A.","2015",0
"1112",429,"JSL S.A.","2014",3.5
"1113",429,"JSL S.A.","2013",0
"1114",429,"JSL S.A.","2012",NA
"1115",429,"JSL S.A.","2011",NA
"1116",429,"JSL S.A.","2010",NA
"1117",431,"DUXXI IMOBILIÁRIA S.A.","2013",NA
"1118",431,"DUXXI IMOBILIÁRIA S.A.","2012",NA
"1119",432,"MARISA LOJAS SA","2017",NA
"1120",432,"MARISA LOJAS SA","2016",5
"1121",432,"MARISA LOJAS SA","2015",5
"1122",432,"MARISA LOJAS SA","2014",0
"1123",432,"MARISA LOJAS SA","2013",0
"1124",432,"MARISA LOJAS SA","2012",NA
"1125",432,"MARISA LOJAS SA","2011",NA
"1126",432,"MARISA LOJAS SA","2010",NA
"1127",434,"COMPANHIA PAULISTA DE SECURITIZAÇÃO","2016",NA
"1128",435,"REDENTOR ENERGIA S/A","2014",NA
"1129",435,"REDENTOR ENERGIA S/A","2013",NA
"1130",435,"REDENTOR ENERGIA S/A","2012",NA
"1131",435,"REDENTOR ENERGIA S/A","2011",NA
"1132",435,"REDENTOR ENERGIA S/A","2010",NA
"1133",436,"TEREOS INTERNACIONAL S/A","2016",NA
"1134",436,"TEREOS INTERNACIONAL S/A","2015",0
"1135",436,"TEREOS INTERNACIONAL S/A","2014",0
"1136",436,"TEREOS INTERNACIONAL S/A","2013",NA
"1137",436,"TEREOS INTERNACIONAL S/A","2012",NA
"1138",436,"TEREOS INTERNACIONAL S/A","2011",NA
"1139",436,"TEREOS INTERNACIONAL S/A","2010",NA
"1140",439,"AFLUENTE TRANSMISSÃO DE ENERGIA ELETRICA S/A","2013",NA
"1141",440,"PETRO RIO S.A.","2017",NA
"1142",440,"PETRO RIO S.A.","2016",2
"1143",440,"PETRO RIO S.A.","2015",2
"1144",440,"PETRO RIO S.A.","2014",1.5
"1145",440,"PETRO RIO S.A.","2013",0
"1146",440,"PETRO RIO S.A.","2012",NA
"1147",440,"PETRO RIO S.A.","2011",NA
"1148",440,"PETRO RIO S.A.","2010",NA
"1149",441,"BR INSURANCE CORRETORA DE SEGUROS S.A.","2017",NA
"1150",441,"BR INSURANCE CORRETORA DE SEGUROS S.A.","2016",0.666666666666667
"1151",441,"BR INSURANCE CORRETORA DE SEGUROS S.A.","2015",0.666666666666667
"1152",441,"BR INSURANCE CORRETORA DE SEGUROS S.A.","2014",1.66666666666667
"1153",441,"BR INSURANCE CORRETORA DE SEGUROS S.A.","2013",0
"1154",441,"BR INSURANCE CORRETORA DE SEGUROS S.A.","2012",NA
"1155",441,"BR INSURANCE CORRETORA DE SEGUROS S.A.","2011",NA
"1156",441,"BR INSURANCE CORRETORA DE SEGUROS S.A.","2010",NA
"1157",449,"RAIA SA","2010",NA
"1158",450,"RJ CAPITAL PARTNERS S.A.","2011",NA
"1159",451,"AREZZO INDÚSTRIA E COMERCIO S/A","2017",NA
"1160",451,"AREZZO INDÚSTRIA E COMERCIO S/A","2016",0
"1161",451,"AREZZO INDÚSTRIA E COMERCIO S/A","2015",0
"1162",451,"AREZZO INDÚSTRIA E COMERCIO S/A","2014",2
"1163",451,"AREZZO INDÚSTRIA E COMERCIO S/A","2013",0
"1164",451,"AREZZO INDÚSTRIA E COMERCIO S/A","2012",NA
"1165",451,"AREZZO INDÚSTRIA E COMERCIO S/A","2011",NA
"1166",451,"AREZZO INDÚSTRIA E COMERCIO S/A","2010",NA
"1167",452,"SONAE SIERRA BRASIL S/A","2017",NA
"1168",452,"SONAE SIERRA BRASIL S/A","2016",2
"1169",452,"SONAE SIERRA BRASIL S/A","2015",2
"1170",452,"SONAE SIERRA BRASIL S/A","2014",4
"1171",452,"SONAE SIERRA BRASIL S/A","2013",0
"1172",452,"SONAE SIERRA BRASIL S/A","2012",NA
"1173",452,"SONAE SIERRA BRASIL S/A","2011",NA
"1174",452,"SONAE SIERRA BRASIL S/A","2010",NA
"1175",453,"QGEP PARTICIPAÇÕES SA","2017",NA
"1176",453,"QGEP PARTICIPAÇÕES SA","2016",4
"1177",453,"QGEP PARTICIPAÇÕES SA","2015",0
"1178",453,"QGEP PARTICIPAÇÕES SA","2014",3
"1179",453,"QGEP PARTICIPAÇÕES SA","2013",0
"1180",453,"QGEP PARTICIPAÇÕES SA","2012",NA
"1181",453,"QGEP PARTICIPAÇÕES SA","2011",NA
"1182",453,"QGEP PARTICIPAÇÕES SA","2010",NA
"1183",454,"AUTOMETAL S/A","2013",NA
"1184",454,"AUTOMETAL S/A","2012",NA
"1185",454,"AUTOMETAL S/A","2011",NA
"1186",454,"AUTOMETAL S/A","2010",NA
"1187",456,"IGUA SANEAMENTO S.A.","2017",NA
"1188",456,"IGUA SANEAMENTO S.A.","2016",0
"1189",456,"IGUA SANEAMENTO S.A.","2015",0
"1190",456,"IGUA SANEAMENTO S.A.","2014",1
"1191",456,"IGUA SANEAMENTO S.A.","2013",0
"1192",456,"IGUA SANEAMENTO S.A.","2012",NA
"1193",459,"INTERNATIONAL MEAL COMPANY HOLDINGS, SA","2013",NA
"1194",459,"INTERNATIONAL MEAL COMPANY HOLDINGS, SA","2012",NA
"1195",459,"INTERNATIONAL MEAL COMPANY HOLDINGS, SA","2011",NA
"1196",459,"INTERNATIONAL MEAL COMPANY HOLDINGS, SA","2010",NA
"1197",460,"T4F ENTRETENIMENTO SA","2017",NA
"1198",460,"T4F ENTRETENIMENTO SA","2016",0
"1199",460,"T4F ENTRETENIMENTO SA","2015",0
"1200",460,"T4F ENTRETENIMENTO SA","2014",1
"1201",460,"T4F ENTRETENIMENTO SA","2013",0
"1202",460,"T4F ENTRETENIMENTO SA","2012",NA
"1203",460,"T4F ENTRETENIMENTO SA","2011",NA
"1204",460,"T4F ENTRETENIMENTO SA","2010",NA
"1205",461,"MAGAZINE LUIZA SA","2017",NA
"1206",461,"MAGAZINE LUIZA SA","2016",3
"1207",461,"MAGAZINE LUIZA SA","2015",3
"1208",461,"MAGAZINE LUIZA SA","2014",3
"1209",461,"MAGAZINE LUIZA SA","2013",0
"1210",461,"MAGAZINE LUIZA SA","2012",NA
"1211",461,"MAGAZINE LUIZA SA","2011",NA
"1212",461,"MAGAZINE LUIZA SA","2010",NA
"1213",463,"QUALICORP SA","2017",NA
"1214",463,"QUALICORP SA","2016",3
"1215",463,"QUALICORP SA","2015",3
"1216",463,"QUALICORP SA","2014",2
"1217",463,"QUALICORP SA","2013",0
"1218",463,"QUALICORP SA","2012",NA
"1219",463,"QUALICORP SA","2011",NA
"1220",463,"QUALICORP SA","2010",NA
"1221",464,"BRASIL PHARMA SA","2017",NA
"1222",464,"BRASIL PHARMA SA","2016",1
"1223",464,"BRASIL PHARMA SA","2015",1
"1224",464,"BRASIL PHARMA SA","2013",1
"1225",464,"BRASIL PHARMA SA","2012",NA
"1226",464,"BRASIL PHARMA SA","2011",NA
"1227",464,"BRASIL PHARMA SA","2010",NA
"1228",465,"TECHNOS SA","2017",NA
"1229",465,"TECHNOS SA","2016",0
"1230",465,"TECHNOS SA","2015",0
"1231",465,"TECHNOS SA","2014",0
"1232",465,"TECHNOS SA","2013",0
"1233",465,"TECHNOS SA","2012",NA
"1234",465,"TECHNOS SA","2010",NA
"1235",466,"PERENCO PETRÓLEO E GÁS DO BRASIL PARTICIPAÇÕES S/A","2010",NA
"1236",467,"COPERSUCAR SA","2011",NA
"1237",469,"SOMOS EDUCAÇÃO S.A.","2017",NA
"1238",469,"SOMOS EDUCAÇÃO S.A.","2016",3.5
"1239",469,"SOMOS EDUCAÇÃO S.A.","2015",2.5
"1240",469,"SOMOS EDUCAÇÃO S.A.","2014",1.75
"1241",469,"SOMOS EDUCAÇÃO S.A.","2013",0
"1242",469,"SOMOS EDUCAÇÃO S.A.","2012",NA
"1243",469,"SOMOS EDUCAÇÃO S.A.","2011",NA
"1244",469,"SOMOS EDUCAÇÃO S.A.","2010",NA
"1245",472,"MLOG S.A.","2015",NA
"1246",472,"MLOG S.A.","2014",0
"1247",474,"EMPREENDIMENTOS PAGUE MENOS SA","2017",NA
"1248",474,"EMPREENDIMENTOS PAGUE MENOS SA","2016",1
"1249",474,"EMPREENDIMENTOS PAGUE MENOS SA","2015",1
"1250",474,"EMPREENDIMENTOS PAGUE MENOS SA","2014",1
"1251",474,"EMPREENDIMENTOS PAGUE MENOS SA","2013",NA
"1252",474,"EMPREENDIMENTOS PAGUE MENOS SA","2012",NA
"1253",474,"EMPREENDIMENTOS PAGUE MENOS SA","2011",NA
"1254",474,"EMPREENDIMENTOS PAGUE MENOS SA","2010",NA
"1255",475,"BANCO BTG PACTUAL S/A","2016",NA
"1256",475,"BANCO BTG PACTUAL S/A","2014",0
"1257",482,"COMPANHIA DE LOCAÇÃO DAS AMERICAS","2017",NA
"1258",482,"COMPANHIA DE LOCAÇÃO DAS AMERICAS","2016",3
"1259",482,"COMPANHIA DE LOCAÇÃO DAS AMERICAS","2015",3
"1260",482,"COMPANHIA DE LOCAÇÃO DAS AMERICAS","2014",2.5
"1261",482,"COMPANHIA DE LOCAÇÃO DAS AMERICAS","2013",0
"1262",482,"COMPANHIA DE LOCAÇÃO DAS AMERICAS","2012",NA
"1263",482,"COMPANHIA DE LOCAÇÃO DAS AMERICAS","2011",NA
"1264",482,"COMPANHIA DE LOCAÇÃO DAS AMERICAS","2010",NA
"1265",486,"VIGOR ALIMENTOS S.A.","2015",NA
"1266",486,"VIGOR ALIMENTOS S.A.","2014",3
"1267",486,"VIGOR ALIMENTOS S.A.","2013",0
"1268",486,"VIGOR ALIMENTOS S.A.","2012",NA
"1269",487,"UNICASA INDÚSTRIA DE MÓVEIS S.A.","2017",NA
"1270",487,"UNICASA INDÚSTRIA DE MÓVEIS S.A.","2016",1
"1271",487,"UNICASA INDÚSTRIA DE MÓVEIS S.A.","2015",1
"1272",487,"UNICASA INDÚSTRIA DE MÓVEIS S.A.","2014",1
"1273",487,"UNICASA INDÚSTRIA DE MÓVEIS S.A.","2013",0
"1274",487,"UNICASA INDÚSTRIA DE MÓVEIS S.A.","2012",NA
