"","Código","Companhia","Ano","NIV","Management.Council","Statutory.Directors","Fiscal.Council","APC","RM","RMRANKIT","POEDIRECTOR","PO","AMDIRECTOR","AM","SIZE"
"2747",409,"TARPON INVESTIMENTOS S/A","2015",1,0,0,0,0,9586371.43,371,"",0,"459",3,11.2061285286588
"2748",409,"TARPON INVESTIMENTOS S/A","2014",1,0,0,0,0,9646000,375,"",0,"701",1,11.1584623588281
"2749",409,"TARPON INVESTIMENTOS S/A","2013",1,0,0,0,0,6458400,266,"",0,"459",1,11.4312923265653
"2750",409,"TARPON INVESTIMENTOS S/A","2012",1,0,0,0,39999,9646000,374,"60",0,"242",1,11.2721778677077
"2751",409,"TARPON INVESTIMENTOS S/A","2011",1,0,0,0,1545316,8108116.6,335,"60",0,"789",1,11.7493800303441
"2752",409,"TARPON INVESTIMENTOS S/A","2010",1,0,0,0,298140,4100884.19,32,"60",1,"459",1,11.1526870364984
"2753",410,"ADVANCED DIGITAL HEALTH MEDICINA PREVENTIVA S.A.","2017",0,0,6.88,0,0,491117.47,238,"",0,"201",3,0
"2754",410,"ADVANCED DIGITAL HEALTH MEDICINA PREVENTIVA S.A.","2016",0,0,33.17,0,0,0,62,"",0,"201",3,0
"2755",410,"ADVANCED DIGITAL HEALTH MEDICINA PREVENTIVA S.A.","2015",0,0,32.4,0,50000,420533.33,152,"",0,"201",3,0
"2756",410,"ADVANCED DIGITAL HEALTH MEDICINA PREVENTIVA S.A.","2014",0,0,34.51,0,0,210000,315,"",0,"",0,0
"2757",410,"ADVANCED DIGITAL HEALTH MEDICINA PREVENTIVA S.A.","2013",0,0,33.62,0,0,210000,314,"",0,"764",1,0
"2758",410,"ADVANCED DIGITAL HEALTH MEDICINA PREVENTIVA S.A.","2012",0,0,30.63,0,0,940579,391,"",0,"",0,0
"2759",410,"ADVANCED DIGITAL HEALTH MEDICINA PREVENTIVA S.A.","2011",0,0,29.91,0,0,2903265.52,229,"",0,"",0,0
"2760",410,"ADVANCED DIGITAL HEALTH MEDICINA PREVENTIVA S.A.","2010",0,0,26.36,0,0,3383333.33,361,"",0,"",0,0
"2761",411,"CIELO S.A.","2017",1,0,33.81,0,0,6549820.66,274,"",0,"230",2,18.2967848490336
"2762",411,"CIELO S.A.","2016",1,0,21.16,0,0,6635846.63,278,"",0,"230",2,17.2346811167208
"2763",411,"CIELO S.A.","2015",1,0,21.32,0,0,6576613.82,276,"",0,"888",5,17.2159676990493
"2764",411,"CIELO S.A.","2014",1,0,17.15,0,0,6436891.39,265,"",0,"888",5,16.7429465387926
"2765",411,"CIELO S.A.","2013",1,0,17.93,0,0,6428910.04,264,"",0,"888",5,16.4040699159367
"2766",411,"CIELO S.A.","2012",1,0,21.12,0,0,5216739.48,176,"",0,"888",5,16.1218076529464
"2767",411,"CIELO S.A.","2011",1,0,13.41,0,0,4622553.99,117,"",0,"888",5,15.4410544696549
"2768",411,"CIELO S.A.","2010",0,0,26.88,0,0,4372262.8,78,"",0,"889",1,15.1429584341948
"2769",412,"ECO. SEC. DTOS. CREDIT. AGRONEGÓCIOS S/A","2017",0,0,33.54,0,1,43200,97,"",0,"712",6,0
"2770",412,"ECO. SEC. DTOS. CREDIT. AGRONEGÓCIOS S/A","2016",0,0,21.99,0,1,43200,96,"",0,"712",6,0
"2771",412,"ECO. SEC. DTOS. CREDIT. AGRONEGÓCIOS S/A","2015",0,0,21.52,0,1,46800,103,"",0,"712",6,0
"2772",412,"ECO. SEC. DTOS. CREDIT. AGRONEGÓCIOS S/A","2014",0,0,23.5,0,1,43000,95,"",0,"712",6,0
"2773",412,"ECO. SEC. DTOS. CREDIT. AGRONEGÓCIOS S/A","2013",0,0,18.9,0,1,36000,70,"",0,"712",6,0
"2774",412,"ECO. SEC. DTOS. CREDIT. AGRONEGÓCIOS S/A","2012",0,0,18.91,0,1,36000,69,"",0,"712",6,0
"2775",413,"INFRASEC SECURITIZADORA S/A","2017",0,0,0,0,0,0,0,"",0,"850",3,0
"2776",413,"INFRASEC SECURITIZADORA S/A","2016",0,0,0,0,0,0,0,"",0,"850",3,0
"2777",413,"INFRASEC SECURITIZADORA S/A","2015",0,0,0,0,0,0,0,"",0,"850",3,0
"2778",413,"INFRASEC SECURITIZADORA S/A","2014",0,0,0,0,0,0,0,"",0,"",0,0
"2779",413,"INFRASEC SECURITIZADORA S/A","2013",0,0,0,0,0,0,0,"",0,"",0,0
"2780",413,"INFRASEC SECURITIZADORA S/A","2012",0,0,0,0,0,0,0,"",0,"",0,0
"2781",413,"INFRASEC SECURITIZADORA S/A","2011",0,0,0,0,1,7000,284,"116",0,"",0,0
"2782",413,"INFRASEC SECURITIZADORA S/A","2010",0,0,26.73,0,2,7000,283,"116",0,"",0,0
"2783",414,"PORTX OPERAÇÕES PORTUÁRIAS S.A.","2011",0,0,22.24,0,0,22083.64,21,"",0,"354",2,14.2432686538974
"2784",414,"PORTX OPERAÇÕES PORTUÁRIAS S.A.","2010",1,0,22.11,0,0,26435,38,"",0,"354",2,13.2222829177656
"2785",415,"EBX BRASIL SA","2012",0,0,17.33,0,0,24666.67,29,"",0,"246",2,0
"2786",415,"EBX BRASIL SA","2011",0,0,17.87,0,0,2333.33,233,"",0,"246",2,0
"2787",415,"EBX BRASIL SA","2010",0,0,17.39,0,0,2333.33,232,"",0,"308",1,0
"2788",416,"CETIP S.A. - MERCADOS ORGANIZADOS","2016",1,0,0,0,0,19989347.33,446,"",0,"344",5,15.1734077593746
"2789",416,"CETIP S.A. - MERCADOS ORGANIZADOS","2015",1,0,0,0,0,6640388.86,279,"",0,"344",5,15.0674343172792
"2790",416,"CETIP S.A. - MERCADOS ORGANIZADOS","2014",1,0,0,0,0,4797318.53,144,"",0,"344",5,14.9136357280094
"2791",416,"CETIP S.A. - MERCADOS ORGANIZADOS","2013",1,0,0,0,0,4366269.19,77,"",0,"344",5,14.8023149243788
"2792",416,"CETIP S.A. - MERCADOS ORGANIZADOS","2012",0,0,0,0,0,4443269.14,88,"",0,"344",5,14.783932153367
"2793",416,"CETIP S.A. - MERCADOS ORGANIZADOS","2011",1,0,28.42,0,14340137,4387840.99,80,"",0,"",0,14.7658865313088
"2794",416,"CETIP S.A. - MERCADOS ORGANIZADOS","2010",1,0,35.49,0,0,3532569.23,404,"",0,"575",1,14.7598144321434
"2795",417,"AUTOVIAS S/A","2017",0,0,31.2,0,0,347895.28,63,"",0,"598",1,0
"2796",417,"AUTOVIAS S/A","2016",0,0,37.5,0,0,408417.16,136,"",0,"530",7,0
"2797",417,"AUTOVIAS S/A","2015",0,0,25.12,0,0,388158.88,109,"",0,"530",7,0
"2798",417,"AUTOVIAS S/A","2014",0,0,7.59,0,0,201713.4,299,"",0,"530",7,0
"2799",417,"AUTOVIAS S/A","2013",0,0,24.45,0,0,105493.28,184,"",0,"530",7,0
"2800",417,"AUTOVIAS S/A","2012",0,0,23.37,0,0,92028.26,170,"",0,"530",7,0
"2801",417,"AUTOVIAS S/A","2011",0,0,54.04,0,0,26994.13,40,"",0,"530",7,0
"2802",417,"AUTOVIAS S/A","2010",0,0,64.02,0,0,114962.68,199,"",0,"530",7,0
"2803",418,"CONCESSIONARIA DE RODOVIAS DO INTERIOR PAULISTA S/A","2017",0,0,28.5,0,0,363068.3,81,"",0,"603",1,0
"2804",418,"CONCESSIONARIA DE RODOVIAS DO INTERIOR PAULISTA S/A","2016",0,0,0,0,0,468473.42,211,"",0,"530",7,0
"2805",418,"CONCESSIONARIA DE RODOVIAS DO INTERIOR PAULISTA S/A","2015",0,0,0,0,0,430483.5,161,"",0,"530",7,0
"2806",418,"CONCESSIONARIA DE RODOVIAS DO INTERIOR PAULISTA S/A","2014",0,0,0,0,0,204337.12,305,"",0,"530",7,0
"2807",418,"CONCESSIONARIA DE RODOVIAS DO INTERIOR PAULISTA S/A","2013",0,0,0,0,0,334474.2,44,"",0,"530",7,0
"2808",418,"CONCESSIONARIA DE RODOVIAS DO INTERIOR PAULISTA S/A","2012",0,0,0,0,0,280498.7,412,"",0,"530",7,0
"2809",418,"CONCESSIONARIA DE RODOVIAS DO INTERIOR PAULISTA S/A","2011",0,0,38.59,0,0,280282.1,411,"",0,"530",7,0
"2810",418,"CONCESSIONARIA DE RODOVIAS DO INTERIOR PAULISTA S/A","2010",0,0,39.59,0,1,0,61,"",0,"530",7,0
"2811",419,"CENTROVIAS-SISTEMAS RODOVIARIOS S/A","2017",0,0,40.1,0,0,348187.3,64,"",0,"603",1,0
"2812",419,"CENTROVIAS-SISTEMAS RODOVIARIOS S/A","2016",0,0,39.32,0,0,0,60,"",0,"530",7,0
"2813",419,"CENTROVIAS-SISTEMAS RODOVIARIOS S/A","2015",0,0,0,0,0,373433.5,90,"",0,"530",7,0
"2814",419,"CENTROVIAS-SISTEMAS RODOVIARIOS S/A","2014",0,0,29.38,0,0,148822.28,233,"",0,"530",7,0
"2815",419,"CENTROVIAS-SISTEMAS RODOVIARIOS S/A","2013",0,0,51.96,0,0,128939.3,213,"",0,"530",7,0
"2816",419,"CENTROVIAS-SISTEMAS RODOVIARIOS S/A","2012",0,0,53.12,0,0,125901.68,211,"",0,"530",7,0
"2817",419,"CENTROVIAS-SISTEMAS RODOVIARIOS S/A","2011",0,0,21.42,0,0,89138.88,164,"",0,"530",7,0
"2818",419,"CENTROVIAS-SISTEMAS RODOVIARIOS S/A","2010",0,0,20.37,0,1,140000,224,"",0,"530",7,0
"2819",420,"BRAZAL - BRASIL ALIMENTOS S.A.","2013",0,0,0,0,0,0,0,"",0,"",0,0
"2820",420,"BRAZAL - BRASIL ALIMENTOS S.A.","2012",0,0,21.19,0,0,0,59,"",0,"",0,0
"2821",420,"BRAZAL - BRASIL ALIMENTOS S.A.","2011",0,0,20.65,0,0,0,58,"",0,"",0,0
"2822",420,"BRAZAL - BRASIL ALIMENTOS S.A.","2010",0,0,17.19,0,0,10000,338,"",0,"",0,0
"2823",421,"FLEURY SA","2017",1,0,18.07,0,128100,3514792.31,399,"131",0,"137",5,15.0760523357777
"2824",421,"FLEURY SA","2016",1,0,18.38,0,34278976,3476794.18,391,"131",0,"137",5,14.9160609672626
"2825",421,"FLEURY SA","2015",1,0,13.82,0,37913766,2489433.33,67,"131",0,"137",5,14.9799096508404
"2826",421,"FLEURY SA","2014",1,0,21.45,0,21614536,1434866.67,366,"131",0,"137",5,14.981709218351
"2827",421,"FLEURY SA","2013",1,0,19.34,0,0,1651644.44,74,"",0,"137",5,14.9821449804393
"2828",421,"FLEURY SA","2012",1,0,20.03,0,0,1483300,405,"",0,"991",1,14.8227963547295
"2829",421,"FLEURY SA","2011",1,0,16.83,0,0,1765950,128,"",0,"743",2,14.8563952119935
"2830",421,"FLEURY SA","2010",1,0,19.12,0,0,1582022.22,21,"",0,"743",2,14.0993111070414
"2831",422,"ECORODOVIAS CONCESSÕES E SERVIÇOS S/A","2017",0,0,19.91,0,0,4908142.54,154,"",0,"595",8,0
"2832",422,"ECORODOVIAS CONCESSÕES E SERVIÇOS S/A","2016",0,0,0,0,0,3454802.85,381,"",0,"595",8,0
"2833",422,"ECORODOVIAS CONCESSÕES E SERVIÇOS S/A","2015",0,20.69,21.3,0,0,491277.37,239,"",0,"595",8,0
"2834",422,"ECORODOVIAS CONCESSÕES E SERVIÇOS S/A","2014",0,0,0,0,0,0,0,"",0,"595",8,0
"2835",422,"ECORODOVIAS CONCESSÕES E SERVIÇOS S/A","2013",0,0,0,0,0,0,0,"",0,"595",8,0
"2836",422,"ECORODOVIAS CONCESSÕES E SERVIÇOS S/A","2012",0,0,0,0,0,0,0,"",0,"595",8,0
"2837",422,"ECORODOVIAS CONCESSÕES E SERVIÇOS S/A","2011",0,0,0,0,0,0,0,"",0,"595",8,0
"2838",422,"ECORODOVIAS CONCESSÕES E SERVIÇOS S/A","2010",0,0,0,0,0,0,0,"",0,"595",8,0
"2839",424,"BARIGUI SECURITIZADORA SA","2017",0,16.72,20.37,0,13500,3171.75,246,"",1,"879",2,0
"2840",424,"BARIGUI SECURITIZADORA SA","2016",0,35.02,18.38,0,13500,7343.5,291,"",1,"879",2,0
"2841",424,"BARIGUI SECURITIZADORA SA","2015",0,37.84,18.56,0,13500,8683.19,312,"104",0,"759",1,0
"2842",424,"BARIGUI SECURITIZADORA SA","2014",0,31.4,18.56,0,13500,36000,68,"104",0,"",0,0
"2843",424,"BARIGUI SECURITIZADORA SA","2013",0,23.93,19.91,0,13500,33000,58,"104",0,"",0,0
"2844",424,"BARIGUI SECURITIZADORA SA","2012",0,0,0,0,7070,0,0,"104",0,"",0,0
"2845",424,"BARIGUI SECURITIZADORA SA","2011",0,0,0,0,1,0,0,"",0,"",0,0
"2846",424,"BARIGUI SECURITIZADORA SA","2010",0,0,0,0,3,0,0,"",0,"",0,0
"2847",425,"MULTIPLUS SA","2017",1,33.54,19.73,0,19044,2745038.39,175,"",0,"866",5,14.3587065617607
"2848",425,"MULTIPLUS SA","2016",1,43.24,33.66,0,1883,2634388.86,134,"",0,"866",5,14.3759522904279
"2849",425,"MULTIPLUS SA","2015",1,0,17.24,0,1883,2725794.11,164,"",0,"866",5,14.4002336460145
"2850",425,"MULTIPLUS SA","2014",1,0,12.27,0,2,2783888.79,184,"",0,"866",5,14.3315750349435
"2851",425,"MULTIPLUS SA","2013",1,0,12.01,0,2,2615714.29,127,"",0,"866",5,14.2465842817681
"2852",425,"MULTIPLUS SA","2012",1,0,16.57,0,2,2338669.45,460,"",0,"29",1,14.0794958156045
"2853",425,"MULTIPLUS SA","2011",1,0,18.74,0,0,1639080.1,64,"",0,"",0,14.0843415602458
"2854",425,"MULTIPLUS SA","2010",1,0,18.81,0,0,1544160.37,442,"",0,"",0,14.1545145868928
"2855",426,"AUTOPISTA PLANALTO SUL SA","2017",0,0,8.98,0,0,343445.9,58,"",0,"80",4,0
"2856",426,"AUTOPISTA PLANALTO SUL SA","2016",0,0,10.34,0,0,455068.55,194,"",0,"80",4,0
"2857",426,"AUTOPISTA PLANALTO SUL SA","2015",0,0,0,0,0,379173.86,97,"",0,"80",4,0
"2858",426,"AUTOPISTA PLANALTO SUL SA","2014",0,0,0,0,0,184301.43,274,"",0,"80",4,0
"2859",426,"AUTOPISTA PLANALTO SUL SA","2013",0,0,0,0,0,122641.76,209,"",0,"",0,0
"2860",426,"AUTOPISTA PLANALTO SUL SA","2012",0,0,16.67,0,0,159403.57,242,"",0,"546",3,0
"2861",426,"AUTOPISTA PLANALTO SUL SA","2011",0,0,33,0,0,143541.11,226,"",0,"546",3,0
"2862",426,"AUTOPISTA PLANALTO SUL SA","2010",0,0,19.26,0,0,154059.67,236,"",0,"546",3,0
"2863",427,"AUTOPISTA FERNÃO DIAS SA","2017",0,0,66.42,0,0,1285776.76,244,"",0,"377",4,0
"2864",427,"AUTOPISTA FERNÃO DIAS SA","2016",0,0,61.82,0,0,1902916.9,236,"",0,"377",4,0
"2865",427,"AUTOPISTA FERNÃO DIAS SA","2015",0,0,30.41,0,0,1815904.6,173,"",0,"377",4,0
"2866",427,"AUTOPISTA FERNÃO DIAS SA","2014",0,0,34.51,0,0,215668.99,321,"",0,"377",4,0
"2867",427,"AUTOPISTA FERNÃO DIAS SA","2013",0,0,46.53,0,0,204450.46,306,"",0,"",0,0
"2868",427,"AUTOPISTA FERNÃO DIAS SA","2012",0,0,40.08,0,0,175967.24,263,"",0,"557",3,0
"2869",427,"AUTOPISTA FERNÃO DIAS SA","2011",0,0,43.58,0,0,171613.71,249,"",0,"557",3,0
"2870",427,"AUTOPISTA FERNÃO DIAS SA","2010",0,0,0,0,0,177708.05,266,"",0,"557",3,0
"2871",428,"MILLS ESTRUTURAS E SERVIÇOS DE ENGENHARIA S/A","2017",1,0,0,0,7151672,3277134.22,332,"",0,"919",5,14.0172882768135
"2872",428,"MILLS ESTRUTURAS E SERVIÇOS DE ENGENHARIA S/A","2016",1,0,0,0,43526152,3206016,317,"",0,"919",5,14.2281147884532
"2873",428,"MILLS ESTRUTURAS E SERVIÇOS DE ENGENHARIA S/A","2015",1,0,0,0,43778234,4124902.33,38,"",0,"919",5,14.3089602915243
"2874",428,"MILLS ESTRUTURAS E SERVIÇOS DE ENGENHARIA S/A","2014",1,0,0,0,36861056,3708813.51,437,"",0,"919",5,14.4535270909054
"2875",428,"MILLS ESTRUTURAS E SERVIÇOS DE ENGENHARIA S/A","2013",1,0,0,0,31752329,35073696.93,455,"",0,"919",5,14.4039886504419
"2876",428,"MILLS ESTRUTURAS E SERVIÇOS DE ENGENHARIA S/A","2012",1,0,0,0,30904737,2991865.63,257,"",0,"816",3,14.3247715583452
"2877",428,"MILLS ESTRUTURAS E SERVIÇOS DE ENGENHARIA S/A","2011",1,0,25.44,0,85097999,2461661.9,51,"",0,"816",3,14.069069243792
"2878",428,"MILLS ESTRUTURAS E SERVIÇOS DE ENGENHARIA S/A","2010",1,0,0,0,105397985,2001885.71,289,"",0,"816",3,13.7365679949097
"2879",429,"JSL S.A.","2017",1,0,26.35,0,4896785,2339786.42,462,"34",0,"283",8,16.2579379379319
"2880",429,"JSL S.A.","2016",1,0,9.16,0,14530355,2512696.5,86,"34",0,"283",8,15.9980030377799
"2881",429,"JSL S.A.","2015",1,0,0,0,14450355,2701680.25,156,"34",0,"283",8,15.9837176143176
"2882",429,"JSL S.A.","2014",1,0,0,0,14530355,2640131.25,136,"34",0,"283",8,15.828987361943
"2883",429,"JSL S.A.","2013",1,0,0,0,14530355,2359154.89,12,"34",0,"283",8,15.5785443677909
"2884",429,"JSL S.A.","2012",1,0,0,0,14523655,2127929.35,353,"34",0,"283",8,15.3347915696136
"2885",429,"JSL S.A.","2011",1,0,0,0,14523655,1855966.13,203,"34",1,"283",8,15.1622448883692
"2886",429,"JSL S.A.","2010",1,0,0,0,14041449,1289296.17,247,"34",1,"283",8,14.8899950994755
"2887",431,"DUXXI IMOBILIÁRIA S.A.","2013",0,0,0,0,0,349200,67,"20",0,"174",2,0
"2888",431,"DUXXI IMOBILIÁRIA S.A.","2012",0,0,0,0,700451,1425000,357,"20",0,"174",2,0
"2889",431,"DUXXI IMOBILIÁRIA S.A.","2011",0,0,0,0,0,6000,275,"",0,"605",2,0
"2890",431,"DUXXI IMOBILIÁRIA S.A.","2010",0,0,25.76,0,0,3e+05,432,"",0,"605",2,0
"2891",432,"MARISA LOJAS SA","2017",1,0,20.53,0,12247264,4506214.5,95,"",0,"615",2,0
"2892",432,"MARISA LOJAS SA","2016",1,0,24.77,0,140072504,1810956.78,169,"",0,"615",2,0
"2893",432,"MARISA LOJAS SA","2015",1,0,23.85,0,141187263,3780000,447,"",0,"625",6,0
"2894",432,"MARISA LOJAS SA","2014",1,0,32.62,0,141180063,4973081.65,157,"",0,"625",6,0
"2895",432,"MARISA LOJAS SA","2013",1,0,0,0,140883487,2584659.65,120,"",0,"625",6,0
"2896",432,"MARISA LOJAS SA","2012",1,0,31.4,0,129624750,2497304,77,"",0,"625",6,0
"2897",432,"MARISA LOJAS SA","2011",1,0,31.55,0,118275046,2244423,404,"",1,"625",6,0
"2898",432,"MARISA LOJAS SA","2010",1,0,0,0,129770670,2704165.82,158,"",1,"625",6,0
"2899",433,"CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A","2017",0,0,0,0,0,1211183.5,194,"",0,"43",2,0
"2900",433,"CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A","2016",0,0,26.19,0,0,1514927.37,429,"",0,"43",2,0
"2901",433,"CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A","2015",0,0,8.65,0,0,1880676.24,221,"",0,"507",4,0
"2902",433,"CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A","2014",0,0,36.13,0,0,1243199.25,217,"",0,"507",4,0
"2903",433,"CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A","2013",0,0,36.44,0,0,1305905,257,"",0,"507",4,0
"2904",433,"CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A","2012",0,0,0,0,0,951241.33,399,"",0,"507",4,0
"2905",433,"CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A","2011",0,0,0,0,0,866440.73,284,"",0,"570",2,0
"2906",433,"CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A","2010",0,0,0,0,0,426691.07,157,"",0,"570",2,0
"2907",434,"COMPANHIA PAULISTA DE SECURITIZAÇÃO","2017",0,0,0,0,0,578820.64,356,"",0,"435",8,0
"2908",434,"COMPANHIA PAULISTA DE SECURITIZAÇÃO","2016",0,0,0,0,0,467461.62,210,"",0,"435",8,0
"2909",434,"COMPANHIA PAULISTA DE SECURITIZAÇÃO","2015",0,0,0,0,0,602126.22,384,"",0,"435",8,0
"2910",434,"COMPANHIA PAULISTA DE SECURITIZAÇÃO","2014",0,0,0,0,0,402891.59,129,"",0,"435",8,0
"2911",434,"COMPANHIA PAULISTA DE SECURITIZAÇÃO","2013",0,0,0,0,0,400131.67,125,"",0,"435",8,0
"2912",434,"COMPANHIA PAULISTA DE SECURITIZAÇÃO","2012",0,0,0,0,0,322851.2,27,"",0,"435",8,0
"2913",434,"COMPANHIA PAULISTA DE SECURITIZAÇÃO","2011",0,0,0,0,0,346687.25,62,"",0,"435",8,0
"2914",434,"COMPANHIA PAULISTA DE SECURITIZAÇÃO","2010",0,0,0,0,0,274971.67,408,"",0,"435",8,0
"2915",435,"REDENTOR ENERGIA S/A","2014",0,0,0,0,3461149,40608,86,"",0,"762",5,13.1293747402535
"2916",435,"REDENTOR ENERGIA S/A","2013",0,0,37.28,0,3461154,31040,51,"",0,"762",5,13.1030663822547
"2917",435,"REDENTOR ENERGIA S/A","2012",0,0,59.17,0,3461148,23034.72,25,"",0,"762",5,12.9753773037148
"2918",435,"REDENTOR ENERGIA S/A","2011",1,0,44.43,0,0,20594.01,14,"",0,"762",5,13.0146823937641
"2919",435,"REDENTOR ENERGIA S/A","2010",0,0,29.96,0,0,22027.48,20,"",0,"762",5,13.2333786746056
"2920",436,"TEREOS INTERNACIONAL S/A","2015",1,0,1.85,0,0,2034117.67,310,"",0,"393",7,NA
"2921",436,"TEREOS INTERNACIONAL S/A","2014",1,45.04,58.39,0,0,1417039.5,350,"",0,"393",7,NA
"2922",436,"TEREOS INTERNACIONAL S/A","2013",1,54.48,64.71,0,0,1012500,7,"",0,"393",7,NA
"2923",436,"TEREOS INTERNACIONAL S/A","2012",1,0,15.42,0,0,2405000,27,"",0,"393",7,NA
"2924",436,"TEREOS INTERNACIONAL S/A","2011",1,0,35.78,0,0,833.33,222,"",0,"393",7,NA
"2925",436,"TEREOS INTERNACIONAL S/A","2010",1,0,31.74,0,0,833.33,221,"",0,"393",7,NA
"2926",437,"CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO SA","2017",0,0,38.39,0,0,1487412.81,408,"",0,"360",2,0
"2927",437,"CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO SA","2016",0,0,50,0,0,2458903.47,49,"",0,"360",2,0
"2928",437,"CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO SA","2015",0,0,0,0,0,1561177.75,1,"",0,"310",2,0
"2929",437,"CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO SA","2014",0,0,0,0,0,1488904.25,411,"",0,"310",2,0
"2930",437,"CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO SA","2013",0,0,0,0,0,985803.81,435,"",0,"",0,0
"2931",437,"CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO SA","2012",0,0,0,0,0,813600,212,"",0,"",0,0
"2932",437,"CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO SA","2011",0,0,0,0,0,2480393.62,63,"",0,"",0,0
"2933",437,"CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO SA","2010",0,0,0,0,0,732182.67,126,"",0,"",0,0
"2934",438,"POLO CAPITAL SECURITIZADORA S/A","2017",0,0,0,0,2499,0,57,"",0,"145",6,7.20785987143248
"2935",438,"POLO CAPITAL SECURITIZADORA S/A","2016",0,0,0,0,5e+05,0,56,"",0,"145",6,7.04664727784876
"2936",438,"POLO CAPITAL SECURITIZADORA S/A","2015",0,0,Inf,0,995000,0,55,"",0,"145",6,6.48463523563525
"2937",438,"POLO CAPITAL SECURITIZADORA S/A","2014",0,0,0,0,5e+05,0,54,"",0,"145",6,6.33505425149806
"2938",438,"POLO CAPITAL SECURITIZADORA S/A","2013",0,0,0,0,5e+05,0,0,"",0,"145",6,4.44265125649032
"2939",438,"POLO CAPITAL SECURITIZADORA S/A","2012",0,0,0,0,5e+05,0,0,"",0,"145",6,7.18916773842032
"2940",439,"AFLUENTE TRANSMISSÃO DE ENERGIA ELETRICA S/A","2017",0,0,0,0,0,6868.75,282,"",0,"607",1,10.9112812258717
"2941",439,"AFLUENTE TRANSMISSÃO DE ENERGIA ELETRICA S/A","2016",0,0,0,0,0,7263.02,290,"",0,"15",5,11.3807189086481
"2942",439,"AFLUENTE TRANSMISSÃO DE ENERGIA ELETRICA S/A","2015",0,0,0,0,0,0,53,"",0,"15",5,11.4005850911225
"2943",439,"AFLUENTE TRANSMISSÃO DE ENERGIA ELETRICA S/A","2014",0,0,0,0,0,14013.5,381,"",0,"15",5,11.3375000748641
"2944",439,"AFLUENTE TRANSMISSÃO DE ENERGIA ELETRICA S/A","2013",0,0,0,0,0,13514.75,378,"",0,"15",5,11.3314395589229
"2945",439,"AFLUENTE TRANSMISSÃO DE ENERGIA ELETRICA S/A","2012",0,0,32.93,0,0,12809.01,368,"",0,"15",5,11.4426102910552
"2946",439,"AFLUENTE TRANSMISSÃO DE ENERGIA ELETRICA S/A","2011",0,0,36.82,0,0,11812.5,358,"",0,"935",1,11.4360876162456
"2947",439,"AFLUENTE TRANSMISSÃO DE ENERGIA ELETRICA S/A","2010",0,0,20.96,0,0,15600,405,"",0,"255",1,11.3501359106216
"2948",440,"PETRO RIO S.A.","2017",1,0,0,0,0,7301514.61,308,"",0,"",0,0
"2949",440,"PETRO RIO S.A.","2016",1,0,26.26,0,0,2849163.64,205,"",0,"",0,0
"2950",440,"PETRO RIO S.A.","2015",1,0,24.19,0,0,2610666.67,125,"",0,"",0,0
"2951",440,"PETRO RIO S.A.","2014",1,0,29.54,0,0,2983307.75,254,"",0,"",0,0
"2952",440,"PETRO RIO S.A.","2013",1,0,37.24,0,0,1990770.6,280,"",0,"457",1,0
"2953",440,"PETRO RIO S.A.","2012",1,0,0,0,0,13328440.13,420,"",0,"711",1,0
"2954",440,"PETRO RIO S.A.","2011",1,0,0,0,0,7849973.91,325,"",0,"",0,0
"2955",440,"PETRO RIO S.A.","2010",1,0,0,0,0,7030881.14,297,"",1,"",0,0
"2956",441,"BR INSURANCE CORRETORA DE SEGUROS S.A.","2017",1,0,0,0,1067085,1168100.65,161,"",0,"645",2,12.6115677531883
"2957",441,"BR INSURANCE CORRETORA DE SEGUROS S.A.","2016",1,0,0,0,1402064,1672510.75,90,"",0,"645",2,12.8636004204375
"2958",441,"BR INSURANCE CORRETORA DE SEGUROS S.A.","2015",1,0,41.76,0,1421164,1796721.87,155,"",0,"614",2,13.0942313568256
"2959",441,"BR INSURANCE CORRETORA DE SEGUROS S.A.","2014",1,0,0,0,2866671,2679728.24,149,"",0,"614",2,13.4942137892416
"2960",441,"BR INSURANCE CORRETORA DE SEGUROS S.A.","2013",1,0,0,0,7394800,3160000.2,307,"",0,"703",2,13.6529351562837
"2961",441,"BR INSURANCE CORRETORA DE SEGUROS S.A.","2012",1,0,0,0,0,2882218.47,215,"",0,"703",2,13.5989701577836
"2962",441,"BR INSURANCE CORRETORA DE SEGUROS S.A.","2011",1,0,0,0,0,2472477.17,57,"",0,"86",2,13.3116605479347
"2963",441,"BR INSURANCE CORRETORA DE SEGUROS S.A.","2010",1,0,0,0,56497230,2468525.4,54,"11",0,"86",2,12.7772499126809
