"","Código","Companhia","Ano","NIV","Management.Council","Statutory.Directors","Fiscal.Council","APC","RM","RMRANKIT","POEDIRECTOR","PO","AMDIRECTOR","AM","SIZE"
"2526",373,"NOVA SECURITIZAÇÃO S/A","2010",0,0,0,0,529638,246955.74,366,"63",0,"486",6,0
"2527",0,"CHINA CONSTRUCTION BANK(BRASIL) BANCO MÚLTIPLO S.A.","2014",0,0,18.02,0,8403112,11145368.69,405,"",0,"411",3,0
"2528",0,"CHINA CONSTRUCTION BANK(BRASIL) BANCO MÚLTIPLO S.A.","2013",0,29.32,28.8,0,4184791,5516455.22,198,"",0,"411",3,0
"2529",0,"CHINA CONSTRUCTION BANK(BRASIL) BANCO MÚLTIPLO S.A.","2012",0,0,23.17,0,181797474,8770772.95,352,"59",0,"411",3,0
"2530",0,"CHINA CONSTRUCTION BANK(BRASIL) BANCO MÚLTIPLO S.A.","2011",0,0,36.01,0,30642747,7164080.36,302,"59",0,"618",2,0
"2531",0,"CHINA CONSTRUCTION BANK(BRASIL) BANCO MÚLTIPLO S.A.","2010",0,0,30.94,0,49758906214,6912565.71,292,"59",0,"618",2,0
"2532",375,"SUL AMERICA S/A","2017",0,0,38.7,0,1018371,698385.1,84,"",0,"332",7,16.9703604982743
"2533",375,"SUL AMERICA S/A","2016",0,0,37.5,0,15659487,643120.19,1,"",0,"332",7,16.8978132487995
"2534",375,"SUL AMERICA S/A","2015",0,0,24.6,0,15659487,646514.1,7,"",0,"332",7,16.8136203030917
"2535",375,"SUL AMERICA S/A","2014",0,0,0,0,15334728,573167.45,346,"",0,"332",7,16.7449311125275
"2536",375,"SUL AMERICA S/A","2013",0,0,17.65,0,14779077,310350,10,"",0,"332",7,16.6464841603766
"2537",375,"SUL AMERICA S/A","2012",0,0,0,0,13880476,1252388.89,222,"",0,"332",7,16.4803070603486
"2538",375,"SUL AMERICA S/A","2011",0,0,0,0,11429216,1797222.22,156,"",0,"332",7,16.41216920431
"2539",375,"SUL AMERICA S/A","2010",0,0,0,0,23559970,830905.46,241,"",0,"968",1,16.3225234704914
"2540",376,"TRISUL S/A","2017",1,0,0,0,0,947700,395,"",0,"433",8,13.7530924538195
"2541",376,"TRISUL S/A","2016",1,0,0,0,0,0,0,"",0,"433",8,13.6774718799159
"2542",376,"TRISUL S/A","2015",1,0,0,0,0,416666.67,148,"",0,"433",8,13.7743218295387
"2543",376,"TRISUL S/A","2014",1,0,38.24,0,0,3e+05,433,"",0,"433",8,13.9131752364871
"2544",376,"TRISUL S/A","2013",1,0,74.82,0,0,949333.33,397,"",0,"433",8,14.0294325208281
"2545",376,"TRISUL S/A","2012",1,0,55.01,0,0,1019833.33,12,"",0,"433",8,14.1989924630481
"2546",376,"TRISUL S/A","2011",1,0,0,0,0,888000,317,"",0,"433",8,14.3251668983849
"2547",376,"TRISUL S/A","2010",1,0,0,0,0,1417142.86,351,"",0,"433",8,14.4031283197142
"2548",377,"CONSTRUTORA TENDA S/A","2017",1,0,0,0,18209,3527326.23,402,"",0,"880",8,14.5740605735349
"2549",377,"CONSTRUTORA TENDA S/A","2016",1,0,0,0,70556,1047617,36,"",0,"880",8,14.4372417550999
"2550",377,"CONSTRUTORA TENDA S/A","2015",0,0,0,0,92178,1064218,62,"",0,"880",8,14.4603389632336
"2551",377,"CONSTRUTORA TENDA S/A","2014",0,0,0,0,0,1330878.93,284,"",0,"880",8,14.5693712975621
"2552",377,"CONSTRUTORA TENDA S/A","2013",0,0,0,0,0,1589859.39,30,"",0,"880",8,14.7346536180798
"2553",377,"CONSTRUTORA TENDA S/A","2012",0,0,0,0,0,1003733.67,458,"",0,"880",8,15.0169158690986
"2554",377,"CONSTRUTORA TENDA S/A","2011",0,0,40.19,0,0,863316.78,279,"",0,"880",8,15.0649895687396
"2555",377,"CONSTRUTORA TENDA S/A","2010",0,0,0,0,0,30788.68,50,"",0,"880",8,14.9999062755578
"2556",378,"J.MACEDO S/A","2017",0,3.35,37.92,0,0,2340665.36,463,"",0,"996",1,0
"2557",378,"J.MACEDO S/A","2016",0,54.89,58.75,0,0,2462274.95,52,"",0,"584",4,0
"2558",378,"J.MACEDO S/A","2015",0,0,47.9,0,0,2129307.17,354,"",0,"584",4,0
"2559",378,"J.MACEDO S/A","2014",0,0,0,0,0,1717411.89,113,"",0,"584",4,0
"2560",378,"J.MACEDO S/A","2013",0,0,0,0,0,1550643.05,452,"",0,"",0,0
"2561",378,"J.MACEDO S/A","2012",0,0,0,0,0,1850477.9,201,"",0,"584",4,0
"2562",378,"J.MACEDO S/A","2011",0,0,0,0,0,1450869.67,386,"",0,"257",2,0
"2563",378,"J.MACEDO S/A","2010",0,0,0,0,0,1290843.67,250,"",0,"257",2,0
"2564",379,"AMIL PARTICIPAÇÕES S/A","2011",0,0,0,0,1,2320699.63,450,"",1,"224",2,15.5004938803717
"2565",379,"AMIL PARTICIPAÇÕES S/A","2010",1,0,21.27,0,6382342,2325000,453,"27",1,"224",2,15.3347790939917
"2566",380,"BRASIL BROKERS PARTICIPAÇÕES SA","2017",1,0,26.68,0,0,576000,351,"",0,"181",1,0
"2567",380,"BRASIL BROKERS PARTICIPAÇÕES SA","2016",1,0,25.23,0,0,504000,255,"",0,"181",1,0
"2568",380,"BRASIL BROKERS PARTICIPAÇÕES SA","2015",1,0,27.49,0,0,504000,254,"",0,"",0,0
"2569",380,"BRASIL BROKERS PARTICIPAÇÕES SA","2014",1,0,30.47,0,0,643200,2,"",0,"",0,0
"2570",380,"BRASIL BROKERS PARTICIPAÇÕES SA","2013",1,0,24.31,0,0,700800,87,"",0,"808",2,0
"2571",380,"BRASIL BROKERS PARTICIPAÇÕES SA","2012",0,0,30.45,0,168300,890999.19,320,"",0,"808",2,0
"2572",380,"BRASIL BROKERS PARTICIPAÇÕES SA","2011",0,0,30.51,0,15179900,2291200,422,"",0,"923",2,0
"2573",380,"BRASIL BROKERS PARTICIPAÇÕES SA","2010",1,0,0,0,20493188,1224000,199,"",0,"923",2,0
"2574",381,"BANCO PAN SA","2017",1,0,0,0,0,3260197.5,326,"",0,"577",2,17.0672145533073
"2575",381,"BANCO PAN SA","2016",0,0,0,0,0,1438830.83,368,"",0,"577",2,17.1298993057194
"2576",381,"BANCO PAN SA","2015",0,0,16.32,0,0,2010949.34,296,"",0,"480",6,17.077334448461
"2577",381,"BANCO PAN SA","2014",0,0,0,0,0,3858202.28,460,"",0,"480",6,17.0542053237211
"2578",381,"BANCO PAN SA","2013",0,0,0,0,0,1275733.41,239,"",0,"480",6,16.8878757169654
"2579",381,"BANCO PAN SA","2012",0,0,30.38,0,8,896757.53,326,"",0,"480",6,16.7348394808439
"2580",381,"BANCO PAN SA","2011",0,0,45.07,0,12,1036084.33,26,"",0,"480",6,16.4011340331504
"2581",381,"BANCO PAN SA","2010",0,65,65,0,11,1177645.1,169,"",0,"480",6,16.3937962058432
"2582",382,"ENEVA S.A.","2017",0,0,0,0,0,3020200.54,270,"",0,"800",3,16.204950273996
"2583",382,"ENEVA S.A.","2016",1,0,0,0,0,4792683.11,143,"",0,"800",3,16.1535179091069
"2584",382,"ENEVA S.A.","2015",1,0,0,0,0,4056578.1,27,"",0,"800",3,15.9546442868785
"2585",382,"ENEVA S.A.","2014",1,0,0,0,0,7908450.82,326,"",0,"450",1,15.767746088121
"2586",382,"ENEVA S.A.","2013",1,14.29,15.64,0,145704988,3992704.11,14,"",0,"16",1,16.0865236596108
"2587",382,"ENEVA S.A.","2012",1,8.26,23.57,0,145704988,14214734.77,427,"",0,"270",1,16.0616501593995
"2588",382,"ENEVA S.A.","2011",0,0,25.38,0,289941378,1335549.94,290,"",0,"236",2,15.8891452726103
"2589",382,"ENEVA S.A.","2010",1,0,24.85,0,91585820,822777.78,231,"",0,"236",2,15.6528096760611
"2590",383,"CENTENNIAL ASSET PARTICIPAÇÕES AÇU SA","2012",0,0,37.74,0,0,24666.67,30,"",0,"246",2,0
"2591",383,"CENTENNIAL ASSET PARTICIPAÇÕES AÇU SA","2011",0,0,37.71,0,0,2333.33,235,"",0,"246",2,0
"2592",383,"CENTENNIAL ASSET PARTICIPAÇÕES AÇU SA","2010",0,0,32.37,0,0,2333.33,234,"",0,"308",1,0
"2593",385,"MONTICIANO PARTICIPAÇÕES S/A","2012",0,0,0,0,0,0,0,"",0,"",0,0
"2594",385,"MONTICIANO PARTICIPAÇÕES S/A","2011",0,0,0,0,8032278,0,0,"",0,"",0,0
"2595",385,"MONTICIANO PARTICIPAÇÕES S/A","2010",0,0,0,0,8028134,0,0,"",0,"",0,0
"2596",386,"ALIANSCE SHOPPING CENTERS S/A","2017",1,0,0,0,0,4841701.62,149,"112",0,"827",8,15.3828533741613
"2597",386,"ALIANSCE SHOPPING CENTERS S/A","2016",1,0,0,0,0,2639720.99,135,"112",0,"827",8,15.4041118887556
"2598",386,"ALIANSCE SHOPPING CENTERS S/A","2015",1,0,0,0,1263540,3117632.43,292,"112",0,"827",8,15.2301999375959
"2599",386,"ALIANSCE SHOPPING CENTERS S/A","2014",1,0,0,0,1500000,3328709.43,349,"112",0,"827",8,15.2300397870589
"2600",386,"ALIANSCE SHOPPING CENTERS S/A","2013",1,0,0,0,4129500,2719341.69,163,"",0,"827",8,15.2012282528441
"2601",386,"ALIANSCE SHOPPING CENTERS S/A","2012",1,0,0,0,3e+06,2964963.93,251,"",0,"827",8,15.186860048758
"2602",386,"ALIANSCE SHOPPING CENTERS S/A","2011",1,0,0,0,0,2361082.57,13,"",1,"827",8,14.6888775047697
"2603",386,"ALIANSCE SHOPPING CENTERS S/A","2010",1,0,0,0,43940649,1576640.94,13,"112",1,"827",8,14.5928026360844
"2604",387,"NUTRIPLANT INDUSTRIA E COMÉRCIO S/A","2017",0,95.11,97.07,0,0,197912.5,291,"",0,"852",8,11.1514102543893
"2605",387,"NUTRIPLANT INDUSTRIA E COMÉRCIO S/A","2016",0,0,30.13,0,0,352900,72,"",0,"852",8,11.1999802838928
"2606",387,"NUTRIPLANT INDUSTRIA E COMÉRCIO S/A","2015",0,0,17.32,0,0,330000,37,"",0,"852",8,11.28883146212
"2607",387,"NUTRIPLANT INDUSTRIA E COMÉRCIO S/A","2014",0,0,15.61,0,0,386856.67,105,"",0,"852",8,11.4697882924925
"2608",387,"NUTRIPLANT INDUSTRIA E COMÉRCIO S/A","2013",0,0,41.73,0,0,174873.67,262,"",0,"852",8,11.5145940720708
"2609",387,"NUTRIPLANT INDUSTRIA E COMÉRCIO S/A","2012",0,0,0,0,0,0,0,"",0,"852",8,11.5396647621599
"2610",387,"NUTRIPLANT INDUSTRIA E COMÉRCIO S/A","2011",0,0,0,0,0,0,0,"",0,"852",8,10.7387417497209
"2611",387,"NUTRIPLANT INDUSTRIA E COMÉRCIO S/A","2010",0,0,0,0,0,0,0,"",0,"852",8,10.8080497735317
"2612",388,"OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL","2017",1,0,53.64,0,392612,1257003.4,226,"",0,"",0,14.371568596035
"2613",388,"OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL","2016",1,0,37.28,0,392612,1357087,308,"",0,"",0,14.3387492202024
"2614",388,"OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL","2015",1,0,0,0,0,0,0,"",0,"",0,15.9282578780488
"2615",388,"OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL","2014",1,0,48.08,0,392612,1989165,278,"",0,"",0,15.6154941164722
"2616",388,"OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL","2013",1,0,49.97,0,37038190,4375000,79,"",0,"596",1,15.9605762031988
"2617",388,"OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL","2012",0,0,32.42,0,37038190,2356710.9,8,"",0,"261",1,16.0978641677166
"2618",388,"OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL","2011",1,0,41.88,0,46950065,8433299.2,339,"",0,"147",1,15.3080552637267
"2619",388,"OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL","2010",1,52.25,31.82,0,48307375,9650000,376,"",0,"571",1,15.0414941380664
"2620",389,"DIRECIONAL ENGENHARIA SA","2017",1,0,13.41,0,3768821,1431347.44,364,"117",0,"859",8,15.2366323420087
"2621",389,"DIRECIONAL ENGENHARIA SA","2016",1,0,61.55,0,5707822,1803750,162,"117",0,"859",8,15.2239985581811
"2622",389,"DIRECIONAL ENGENHARIA SA","2015",1,0,33.16,0,3671322,1808226.19,166,"117",0,"859",8,15.1732644881265
"2623",389,"DIRECIONAL ENGENHARIA SA","2014",1,0,53.09,0,0,1835988.58,187,"",0,"859",8,15.1906226296816
"2624",389,"DIRECIONAL ENGENHARIA SA","2013",1,0,53.09,0,0,1785482.86,148,"",0,"859",8,15.0491361406984
"2625",389,"DIRECIONAL ENGENHARIA SA","2012",1,0,43.24,0,0,2103457.28,340,"",0,"859",8,14.9231192573018
"2626",389,"DIRECIONAL ENGENHARIA SA","2011",1,0,55.49,0,0,2341580.4,464,"",1,"859",8,14.712379094169
"2627",389,"DIRECIONAL ENGENHARIA SA","2010",1,0,43.04,0,0,2445142.86,43,"",1,"859",8,14.3340316951645
"2628",390,"COMPANHIA CELG DE PARTICIPAÇÕES","2017",0,53.87,35.97,0,0,623105.86,411,"",0,"117",2,NA
"2629",390,"COMPANHIA CELG DE PARTICIPAÇÕES","2016",0,0,57.29,0,0,814159.06,213,"",0,"117",2,NA
"2630",390,"COMPANHIA CELG DE PARTICIPAÇÕES","2015",0,0,27.88,0,0,928831.68,371,"",0,"463",6,NA
"2631",390,"COMPANHIA CELG DE PARTICIPAÇÕES","2014",0,0,3.81,0,0,762203.52,159,"",0,"463",6,NA
"2632",390,"COMPANHIA CELG DE PARTICIPAÇÕES","2013",0,0,35.51,0,0,437870.16,174,"",0,"463",6,NA
"2633",390,"COMPANHIA CELG DE PARTICIPAÇÕES","2012",0,0,15.56,0,0,335340.72,47,"",0,"463",6,NA
"2634",390,"COMPANHIA CELG DE PARTICIPAÇÕES","2011",0,0,20.43,0,0,335340.72,46,"",0,"463",6,NA
"2635",390,"COMPANHIA CELG DE PARTICIPAÇÕES","2010",0,0,34.99,0,0,344742.84,59,"",1,"463",6,NA
"2636",391,"BRZ INVESTIMENTOS S/A","2010",0,0,29.61,0,0,1243650,218,"",0,"",0,0
"2637",392,"HYPERA S/A","2017",0,0,34.35,0,4833922,8761130.85,351,"",0,"118",1,16.1310550144849
"2638",392,"HYPERA S/A","2016",1,0,26.35,0,140999972,11200127.31,406,"",0,"176",7,16.2565886146074
"2639",392,"HYPERA S/A","2015",1,0,19.21,0,137699970,9066948.3,362,"",0,"176",7,16.5770023109623
"2640",392,"HYPERA S/A","2014",1,0,79.93,0,1523458,3939775.28,8,"",0,"176",7,16.4465134662108
"2641",392,"HYPERA S/A","2013",1,0,57.76,0,36523458,2789442.37,187,"",0,"176",7,16.3413981496397
"2642",392,"HYPERA S/A","2012",0,0,45.59,0,38046916,1290951.48,251,"",0,"176",7,16.3536823442807
"2643",392,"HYPERA S/A","2011",0,0,46.44,0,71164306,1555010.08,457,"",0,"176",7,16.4051739912005
"2644",392,"HYPERA S/A","2010",0,0,10.44,0,343779421,1329008.21,281,"",0,"176",7,16.11681302875
"2645",393,"RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS SA","2017",0,0,39.73,0,13249814,1016093.92,10,"",0,"533",2,0
"2646",393,"RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS SA","2016",1,0,23.49,0,25745937,1999047.62,287,"",0,"533",2,0
"2647",393,"RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS SA","2015",1,0,0,0,91435746,1453252.81,388,"",0,"768",2,0
"2648",393,"RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS SA","2014",1,0,32.06,0,166331261,1058769.46,50,"",0,"768",2,0
"2649",393,"RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS SA","2013",1,0,18.6,0,0,750061.47,143,"",0,"532",1,0
"2650",393,"RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS SA","2012",0,0,32.6,0,0,1067691,66,"",0,"18",3,0
"2651",393,"RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS SA","2011",1,0,33.3,0,71894138,1005790.5,462,"",0,"18",3,0
"2652",393,"RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS SA","2010",1,0,22.19,0,10510647,1005790.5,461,"",0,"18",3,0
"2653",394,"PRUMO LOGÍSTICA S.A.","2017",1,0,0,0,0,0,0,"",0,"",0,15.8236586821436
"2654",394,"PRUMO LOGÍSTICA S.A.","2016",1,0,31.06,0,0,4473904.06,91,"",0,"",0,15.8706729828026
"2655",394,"PRUMO LOGÍSTICA S.A.","2015",1,0,33.68,0,0,6595667.29,277,"",0,"",0,15.8318163275273
"2656",394,"PRUMO LOGÍSTICA S.A.","2014",1,0,31.31,0,0,5067544.24,165,"",0,"",0,15.7311851858554
"2657",394,"PRUMO LOGÍSTICA S.A.","2013",1,0,0,0,0,4007276.12,17,"",0,"262",2,15.4256530221435
"2658",394,"PRUMO LOGÍSTICA S.A.","2012",1,0,25.35,0,206086230,2733581.67,169,"",0,"262",2,15.1126288371742
"2659",394,"PRUMO LOGÍSTICA S.A.","2011",1,0,11.67,0,206086230,1552628.87,455,"",0,"662",1,14.6401117874637
"2660",394,"PRUMO LOGÍSTICA S.A.","2010",0,81.97,0,0,157562616,4398684.5,82,"",0,"746",1,14.2856441787607
"2661",395,"ALUPAR INVESTIMENTO S/A","2017",0,72.73,0,0,0,3118403.2,293,"",0,"777",8,16.2546674668082
"2662",395,"ALUPAR INVESTIMENTO S/A","2016",0,0,0,0,0,2317221.43,446,"",0,"777",8,16.1408352356795
"2663",395,"ALUPAR INVESTIMENTO S/A","2015",0,0,0,0,0,2553476.19,96,"",0,"777",8,16.1192612713588
"2664",395,"ALUPAR INVESTIMENTO S/A","2014",0,0,27.9,0,0,2461250,50,"",0,"777",8,16.0047221166456
"2665",395,"ALUPAR INVESTIMENTO S/A","2013",0,0,0,0,0,2997000,261,"",0,"777",8,15.9389875255589
"2666",395,"ALUPAR INVESTIMENTO S/A","2012",0,0,29.65,0,0,1852677.33,202,"",0,"777",8,15.8245370119298
"2667",395,"ALUPAR INVESTIMENTO S/A","2011",0,0,11.15,0,0,1445833.33,378,"",0,"777",8,15.673482615048
"2668",395,"ALUPAR INVESTIMENTO S/A","2010",0,0,38.89,0,0,1525500,436,"",0,"777",8,15.5506677527958
"2669",396,"ÁQUILLA SECURITIZADORA SA","2017",0,0,0,0,1000,0,0,"51",1,"420",3,0
"2670",396,"ÁQUILLA SECURITIZADORA SA","2016",0,0,0,0,1000,0,0,"51",1,"420",3,0
"2671",396,"ÁQUILLA SECURITIZADORA SA","2015",0,0,0,0,0,0,0,"",1,"420",3,0
"2672",396,"ÁQUILLA SECURITIZADORA SA","2014",0,0,0,0,0,0,0,"",0,"",0,0
"2673",396,"ÁQUILLA SECURITIZADORA SA","2013",0,0,0,0,0,0,0,"",0,"",0,0
"2674",396,"ÁQUILLA SECURITIZADORA SA","2012",0,0,0,0,34,0,0,"",0,"",0,0
"2675",396,"ÁQUILLA SECURITIZADORA SA","2011",0,0,0,0,100,0,0,"",0,"363",2,0
"2676",396,"ÁQUILLA SECURITIZADORA SA","2010",0,0,0,0,100,0,0,"",0,"363",2,0
"2677",397,"UNIDAS S/A","2017",0,0,0,0,0,4036528,22,"",0,"153",3,0
"2678",397,"UNIDAS S/A","2016",0,0,0.95,0,0,2654642,142,"",0,"153",3,0
"2679",397,"UNIDAS S/A","2015",0,0,0,0,0,1557228.29,460,"",0,"153",3,0
"2680",397,"UNIDAS S/A","2014",0,0,0,0,0,1412624.6,340,"",0,"797",3,0
"2681",397,"UNIDAS S/A","2013",0,0,100,0,0,0,68,"",0,"797",3,0
"2682",397,"UNIDAS S/A","2012",0,0,0,0,0,708108.96,92,"",0,"797",3,0
"2683",397,"UNIDAS S/A","2011",0,0,0,0,7,1222746.47,198,"",0,"",0,0
"2684",397,"UNIDAS S/A","2010",0,100,0,0,7,799938.58,195,"",0,"796",1,0
"2685",398,"BERNA PARTICIPAÇÕES SA","2013",0,0,0,0,0,0,0,"",0,"",0,0
"2686",398,"BERNA PARTICIPAÇÕES SA","2012",0,0,0,0,0,0,0,"",0,"",0,0
"2687",398,"BERNA PARTICIPAÇÕES SA","2011",0,0,0,0,0,0,0,"",0,"",0,0
"2688",398,"BERNA PARTICIPAÇÕES SA","2010",0,0,0,0,0,0,0,"",0,"",0,0
"2689",400,"BRT HOLDING 1 SA","2013",0,0,0,0,0,0,0,"",0,"26",1,0
"2690",400,"BRT HOLDING 1 SA","2012",0,0,0,0,0,0,0,"",0,"",0,0
"2691",400,"BRT HOLDING 1 SA","2011",0,0,0,0,0,0,0,"",0,"",0,0
"2692",400,"BRT HOLDING 1 SA","2010",0,0,0,0,0,0,0,"",0,"",0,0
"2693",401,"COPACABANA PRINCE PARTICIPAÇÕES S.A.","2010",0,0,0,0,1,0,0,"",0,"742",1,0
"2694",402,"BASEL PARTICIPAÇÕES S/A","2016",0,0,0,0,0,0,0,"",0,"965",3,0
"2695",402,"BASEL PARTICIPAÇÕES S/A","2015",0,0,0,0,0,0,0,"",0,"965",3,0
"2696",402,"BASEL PARTICIPAÇÕES S/A","2014",0,0,0,0,0,0,0,"",0,"965",3,0
"2697",402,"BASEL PARTICIPAÇÕES S/A","2013",0,0,0,0,0,0,0,"",0,"",0,0
"2698",402,"BASEL PARTICIPAÇÕES S/A","2012",0,0,0,0,0,0,0,"",0,"",0,0
"2699",402,"BASEL PARTICIPAÇÕES S/A","2011",0,0,0,0,0,0,0,"",0,"",0,0
"2700",402,"BASEL PARTICIPAÇÕES S/A","2010",0,0,0,0,0,0,0,"",0,"",0,0
"2701",403,"B3 S.A. - BRASIL, BOLSA, BALCÃO","2017",0,0,0,0,0,10326064.22,388,"",0,"344",2,17.4419793321466
"2702",403,"B3 S.A. - BRASIL, BOLSA, BALCÃO","2016",1,0,0,0,0,9348844.88,367,"",0,"344",2,17.2545133889456
"2703",403,"B3 S.A. - BRASIL, BOLSA, BALCÃO","2015",1,0,0,0,0,8701922.32,349,"",0,"222",6,17.0854176528946
"2704",403,"B3 S.A. - BRASIL, BOLSA, BALCÃO","2014",1,0,0,0,0,7966931.56,327,"",0,"222",6,17.0556883952926
"2705",403,"B3 S.A. - BRASIL, BOLSA, BALCÃO","2013",1,0,0,0,0,8784811.49,353,"",0,"222",6,17.0696245222101
"2706",403,"B3 S.A. - BRASIL, BOLSA, BALCÃO","2012",1,0,0,0,0,6068199.55,241,"",0,"222",6,16.9996754278162
"2707",403,"B3 S.A. - BRASIL, BOLSA, BALCÃO","2011",1,0,0,0,0,6362281.24,260,"",0,"222",6,16.9763301448926
"2708",403,"B3 S.A. - BRASIL, BOLSA, BALCÃO","2010",1,0,0,0,0,5464885.02,195,"",0,"222",6,16.9349626539744
"2709",404,"HABITASEC SECURITIZADORA SA","2017",0,0,0,0,79000,417870.39,149,"129",0,"",0,0
"2710",404,"HABITASEC SECURITIZADORA SA","2016",0,0,0,0,221869,361416.59,79,"129",0,"",0,0
"2711",404,"HABITASEC SECURITIZADORA SA","2015",0,0,0,0,230758,411018.21,139,"129",0,"",0,0
"2712",404,"HABITASEC SECURITIZADORA SA","2014",0,0,0,0,203507,0,0,"129",0,"",0,0
"2713",404,"HABITASEC SECURITIZADORA SA","2013",0,0,49.63,0,244710,110896,194,"129",0,"988",4,0
"2714",404,"HABITASEC SECURITIZADORA SA","2012",0,0,45.3,0,148235,68750,132,"129",0,"988",4,0
"2715",404,"HABITASEC SECURITIZADORA SA","2011",0,0,88.94,0,213219,29687,47,"129",0,"988",4,0
"2716",404,"HABITASEC SECURITIZADORA SA","2010",0,0,94.75,0,228218,29687,46,"129",0,"988",4,0
"2717",405,"RENOVA ENERGIA S/A","2017",0,0,94.75,0,0,2496676.6,76,"",0,"195",1,14.8902866755246
"2718",405,"RENOVA ENERGIA S/A","2016",0,0,94.75,0,0,1415142.64,347,"",0,"149",1,15.5906554327149
"2719",405,"RENOVA ENERGIA S/A","2015",0,0,93.1,0,0,2819293.22,198,"",0,"195",2,15.6111725690271
"2720",405,"RENOVA ENERGIA S/A","2014",0,0,82.11,0,0,2174543.06,376,"",0,"195",2,15.5279096699981
"2721",405,"RENOVA ENERGIA S/A","2013",0,0,0,0,0,2163714.09,372,"",0,"158",3,15.1162957768111
"2722",405,"RENOVA ENERGIA S/A","2012",0,0,0,0,0,2350128.86,2,"",0,"158",3,14.800595368234
"2723",405,"RENOVA ENERGIA S/A","2011",0,0,0,0,0,1920723.79,246,"",0,"158",3,14.2945860382533
"2724",405,"RENOVA ENERGIA S/A","2010",0,0,0,0,0,415142.86,146,"",0,"",0,12.9751108505181
"2725",406,"PDG COMPANHIA SECURITIZADORA - EM RECUPERAÇÃO JUDICIAL","2017",0,0,0,0,0,0,0,"",0,"",0,0
"2726",406,"PDG COMPANHIA SECURITIZADORA - EM RECUPERAÇÃO JUDICIAL","2016",0,0,0,0,0,0,0,"",0,"",0,0
"2727",406,"PDG COMPANHIA SECURITIZADORA - EM RECUPERAÇÃO JUDICIAL","2015",0,0,0,0,0,0,67,"",0,"",0,0
"2728",406,"PDG COMPANHIA SECURITIZADORA - EM RECUPERAÇÃO JUDICIAL","2014",0,0,27.36,0,0,0,66,"",0,"",0,0
"2729",406,"PDG COMPANHIA SECURITIZADORA - EM RECUPERAÇÃO JUDICIAL","2013",0,0,83.82,0,0,0,65,"",0,"",0,0
"2730",406,"PDG COMPANHIA SECURITIZADORA - EM RECUPERAÇÃO JUDICIAL","2012",0,0,67.21,0,0,0,64,"",0,"",0,0
"2731",406,"PDG COMPANHIA SECURITIZADORA - EM RECUPERAÇÃO JUDICIAL","2011",0,0,27.73,0,0,0,63,"",0,"",0,0
"2732",406,"PDG COMPANHIA SECURITIZADORA - EM RECUPERAÇÃO JUDICIAL","2010",0,0,27.9,0,0,333333.33,41,"",1,"556",1,0
"2733",407,"CTX PARTICIPAÇÕES S/A - EM LIQUIDAÇÃO","2015",0,0,25.18,0,0,86766.67,162,"",0,"24",2,0
"2734",407,"CTX PARTICIPAÇÕES S/A - EM LIQUIDAÇÃO","2014",0,0,28.69,0,0,177866.67,267,"",0,"24",2,0
"2735",407,"CTX PARTICIPAÇÕES S/A - EM LIQUIDAÇÃO","2013",0,0,30.77,0,0,133666.67,219,"",0,"297",2,0
"2736",407,"CTX PARTICIPAÇÕES S/A - EM LIQUIDAÇÃO","2012",0,0,28.33,0,0,131023.81,214,"",0,"297",2,0
"2737",407,"CTX PARTICIPAÇÕES S/A - EM LIQUIDAÇÃO","2011",0,0,29.36,0,0,119333.33,201,"",0,"792",2,0
"2738",407,"CTX PARTICIPAÇÕES S/A - EM LIQUIDAÇÃO","2010",0,0,32.27,0,0,119164.29,200,"",0,"792",2,0
"2739",408,"INVITEL LEGACY SA","2015",0,0,0,0,0,0,0,"",0,"",0,0
"2740",408,"INVITEL LEGACY SA","2014",0,0,0,0,0,10715.2,344,"",0,"",0,0
"2741",408,"INVITEL LEGACY SA","2013",0,0,0,0,0,10000,339,"",0,"",0,0
"2742",408,"INVITEL LEGACY SA","2012",0,0,0,0,0,15000,392,"",0,"",0,0
"2743",408,"INVITEL LEGACY SA","2011",0,0,0,0,0,15000,391,"",0,"",0,0
"2744",408,"INVITEL LEGACY SA","2010",0,0,0,0,0,15000,390,"",0,"",0,0
"2745",409,"TARPON INVESTIMENTOS S/A","2017",1,0,0,0,0,2897555.56,223,"",0,"459",3,11.0737536137962
"2746",409,"TARPON INVESTIMENTOS S/A","2016",1,0,0,0,0,2715600,160,"",0,"459",3,10.9116461827196
